normalized_title_key,title,sources,record_count,venues,dois
development of a consistent digital process chain from an adaptable modular bridge design to intelligent additive manufacturing utilizing cyber physical systems,Development of a Consistent Digital Process Chain from an Adaptable Modular Bridge Design to Intelligent Additive Manufacturing Utilizing Cyber‐Physical Systems,Crossref; OpenAlex,1,Beton- und Stahlbetonbau(1),10.1002/best.70147(1)
development of functionally graded properties components via filament foaming in material extrusion,Development of functionally graded properties components via filament foaming in material extrusion,Crossref; OpenAlex,1,International Journal on Interactive Design and Manufacturing (IJIDeM)(1),10.1007/s12008-025-02395-3(1)
digital design driven intelligent additive manufacturing system,Digital design-driven intelligent additive manufacturing system,Crossref; OpenAlex,1,Third International Conference on Intelligent Transportation and Smart Cities (ICITSC 2026)(1),10.1117/12.3119163(1)
digital twin based process optimization and defect prediction in metal additive manufacturing for critical mechanical components,Digital Twin-Based Process Optimization and Defect Prediction in Metal Additive Manufacturing for Critical Mechanical Components,Crossref; OpenAlex,1,British Journal of Multidisciplinary Studies(1),10.32996/bjmss.2025.3.2.5(1)
digital twin driven deep reinforcement learning architecture for residual stress minimized path planning in wire arc additive manufacturing,Digital twin-driven deep reinforcement learning architecture for residual stress-minimized path planning in wire arc additive manufacturing,Crossref; OpenAlex,1,SSRN Electronic Journal(1),10.2139/ssrn.6797269(1)
digital twin driven evaluation of 3d printed h13 tool steel end mills for sustainable machining applications,Digital Twin-Driven Evaluation of 3D-Printed H13 Tool Steel End Mills for Sustainable Machining Applications,Crossref; OpenAlex,1,The 19th Global Congress on Manufacturing and Management (GCMM 2025)(1),10.3390/engproc2026130007(1)
digital twin driven multiscale modelling for real time defect prediction in metal additive manufacturing,Digital twin–driven multiscale modelling for real-time defect prediction in metal additive manufacturing,Crossref; OpenAlex,1,Scientific Reports(1),10.1038/s41598-026-58348-7(1)
digital twin ready acceleration of production scale wire laser additive manufacturing using nvidia omniverse,Digital twin–ready acceleration of production–scale wire laser additive manufacturing using NVIDIA omniverse,Crossref; OpenAlex,1,Results in Engineering(1),10.1016/j.rineng.2026.111005(1)
direct ink writing 3d printing of near infrared light responsive mxene liquid crystal elastomer composites,Direct ink writing 3D printing of near-infrared light-responsive MXene/liquid crystal elastomer composites,Crossref; OpenAlex,1,Chemical Engineering Journal(1),10.1016/j.cej.2025.172280(1)
direct ink writing of strained carbon nanotube based sensors toward 4d printable soft robotics,Direct Ink Writing of Strained Carbon Nanotube-Based Sensors: Toward 4D Printable Soft Robotics,Crossref; OpenAlex,1,ACS Omega(1),10.1021/acsomega.4c01171(1)
dispensing volumetric additive manufacturing,Dispensing Volumetric Additive Manufacturing,Crossref; OpenAlex,1,Advanced Functional Materials(1),10.1002/adfm.202531982(1)
diversity based topology optimization of soft robotic grippers,Diversity‐Based Topology Optimization of Soft Robotic Grippers,Crossref; OpenAlex,1,Advanced Intelligent Systems(1),10.1002/aisy.202300505(1)
dlp 4d printing of programmable molecularly engineered liquid crystal elastomer actuators,DLP 4D Printing of Programmable Molecularly‐Engineered Liquid Crystal Elastomer Actuators,Crossref; OpenAlex,1,Advanced Science(1),10.1002/advs.202517605(1)
drying oriented resolution optimization for multi material additive manufacturing a case study on coffee ring effect,Drying-oriented resolution optimization for multi-material additive manufacturing: A case study on coffee-ring effect,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104609(1)
dual scale synergistic design oriented material stiffness and deposition path planning for enhanced performance in large format additive manufacturing of short carbon fiber components,Dual-Scale Synergistic Design: Oriented Material Stiffness and Deposition Path Planning for Enhanced Performance in Large-Format Additive Manufacturing of Short Carbon Fiber Components,Crossref; OpenAlex,1,Materials(1),10.3390/ma19112346(1)
dual wavelength vat photopolymerization 3d printing with hybrid acrylate epoxy resins influence of resin composition on microstructure and mechanical properties,Dual‐Wavelength Vat Photopolymerization 3D Printing with Hybrid Acrylate‐Epoxy Resins: Influence of Resin Composition on Microstructure and Mechanical Properties,Crossref; OpenAlex,1,Advanced Engineering Materials(1),10.1002/adem.202301699(1)
durability of stimuli responsive materials in space a review of 4d printing processes properties and prospects,"Durability of stimuli-responsive materials in space: a review of 4D printing processes, properties, and prospects",Crossref; OpenAlex,1,European Polymer Journal(1),10.1016/j.eurpolymj.2026.114895(1)
dynamic interface printing a high throughput approach for biocompatible structure fabrication using an acoustically modulated air liquid boundary,DYNAMIC INTERFACE PRINTING: A HIGH-THROUGHPUT APPROACH FOR BIOCOMPATIBLE STRUCTURE FABRICATION USING AN ACOUSTICALLY MODULATED AIR-LIQUID BOUNDARY,Crossref; OpenAlex,1,2025 MicroTAS Book of Abstracts(1),10.70477/holx1245(1)
electrical anisotropy and its mitigation in conductive polymers printed by vat photopolymerization,Electrical anisotropy and its mitigation in conductive polymers printed by vat photopolymerization,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104221(1)
electroconductive thermosensitive shape memory polymers manufactured by fused filament fabrication a critical review,Electroconductive Thermosensitive Shape Memory Polymers Manufactured by Fused Filament Fabrication: A Critical Review,Crossref; OpenAlex,1,Applied Sciences(1),10.3390/app152111641(1)
electrothermally controlled 3d printed shape memory polymers for near ambient temperature soft robotic applications,Electrothermally Controlled 3D‐Printed Shape Memory Polymers for Near‐Ambient Temperature Soft Robotic Applications,Crossref; OpenAlex,1,Advanced Intelligent Systems(1),10.1002/aisy.202501277(1)
engineering stimuli responsive shape morphing through high resolution 4d printing,Engineering stimuli‐responsive shape‐morphing through high‐resolution 4D printing,Crossref; OpenAlex,1,Responsive materials(1),10.1002/rpm2.70025(1)
enhancing performance and reusability of multi material honeycomb metamaterials via blended fdm,Enhancing performance and reusability of multi-material honeycomb metamaterials via blended FDM,Crossref; OpenAlex,1,International Journal of Mechanical Sciences(1),10.1016/j.ijmecsci.2026.111436(1)
enhancing product design in electric aviation through digital twins and production feedback integration,Enhancing Product Design in Electric Aviation Through Digital Twins and Production Feedback Integration,Crossref; OpenAlex,1,The 15th EASN International Conference on &amp;ldquo;Innovation in Aviation &amp;amp; Space Towards Sustainability Today &amp;amp; Tomorrow&amp;rdquo;(1),10.3390/engproc2026133021(1)
evolution of hydrogels from basic to functional,Evolution of Hydrogels – From Basic to Functional,Crossref; OpenAlex,1,Functional Hydrogels(1),10.1002/9783527854578.ch01(1)
exceptional mechanical performance by spatial printing with continuous fiber curved slicing toolpath generation and physical verification,"Exceptional mechanical performance by spatial printing with continuous fiber: Curved slicing, toolpath generation and physical verification",Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104048(1)
exploring 4d printing for biomedical applications advancements challenges and future perspectives,"Exploring 4D printing for biomedical applications: Advancements, challenges, and future perspectives",Crossref; OpenAlex,1,Bioprinting(1),10.1016/j.bprint.2025.e00436(1)
exploring advanced optical configurations for high resolution tomographic volumetric additive manufacturing,Exploring advanced optical configurations for high-resolution tomographic volumetric additive manufacturing,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XIX(1),10.1117/12.3091954(1)
exploring new etendue configurations for next generation blurred tomography and the volumetric fabrication of micro optical components,Exploring new etendue configurations for next-generation blurred tomography and the volumetric fabrication of micro-optical components,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3097707(1)
exploring the mechanical biological and degradation properties of pva and petg for engineering multi material 4d printed actuators triggered by degradation,"Exploring the mechanical, biological and degradation properties of PVA and PETG for engineering multi-material 4D printed actuators triggered by degradation",Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.105074(1)
fabrication of cell culture devices with integrated microfluidic networks i via i vat multimaterial 3d printing,"Fabrication of cell culture devices with integrated microfluidic networks
                    <i>via</i>
                    vat multimaterial 3D printing",Crossref; OpenAlex,1,Journal of Materials Chemistry B(1),10.1039/d5tb01601k(1)
fabrication of ceramic to metal graded structure for high temperature csp receiver application using solid state additive manufacturing,Fabrication of ceramic to metal graded structure for high temperature CSP receiver application using solid state additive manufacturing,Crossref; OpenAlex,1,Venue unknown(1),10.2172/3364614(1)
fidelity metric with 3d shape descriptor for digital twin standardization,Fidelity Metric with 3D Shape Descriptor for Digital Twin Standardization,Crossref; OpenAlex,1,Venue unknown(1),10.21203/rs.3.rs-9785119/v1(1)
fin bayes a multi objective bayesian optimization framework for soft robotic fingers,Fin-Bayes: A Multi-Objective Bayesian Optimization Framework for Soft Robotic Fingers,Crossref; OpenAlex,1,Soft Robotics(1),10.1089/soro.2023.0134(1)
five axis coordinated multi material simultaneous 3d printing for geometrically conformal multi material structures,Five-axis coordinated multi-material simultaneous 3D printing for geometrically conformal multi-material structures,Crossref; OpenAlex,1,Virtual and Physical Prototyping(1),10.1080/17452759.2026.2655508(1)
floatarch a cable supported unreinforced and re assemblable 3d printed concrete structure designed using multi material topology optimization,"FloatArch: A cable-supported, unreinforced, and re-assemblable 3D-printed concrete structure designed using multi-material topology optimization",Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104012(1)
fluorescence profilometry for accurate volumetric additive manufacturing overprinting,Fluorescence profilometry for accurate volumetric additive manufacturing overprinting,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3100156(1)
from digital twins to immersive manufacturing xr and gesture based control for enhancing human robot collaboration,From Digital Twins to Immersive Manufacturing: XR and Gesture‐Based Control for Enhancing Human–Robot Collaboration,Crossref; OpenAlex,1,IET Collaborative Intelligent Manufacturing(1),10.1049/cim2.70055(1)
frugal design and ai driven optimization for open material research a multi extrusion technology platform for direct ink writing,Frugal Design and AI-Driven Optimization for Open Material Research: a Multi-Extrusion Technology Platform for Direct Ink Writing,Crossref; OpenAlex,1,Preprints.org(1),10.20944/preprints202507.0978.v1(1)
functionally multistage engageable structures for fin ray soft robotics fingers sup sup,Functionally Multistage Engageable Structures for Fin Ray Soft Robotics Fingers <sup>*</sup>,Crossref; OpenAlex,1,2025 IEEE 8th International Conference on Soft Robotics (RoboSoft)(1),10.1109/robosoft63089.2025.11020966(1)
fundamentals and uses of 4d printing on textiles,Fundamentals and Uses of 4D Printing on Textiles,Crossref; OpenAlex,1,Textiles(1),10.3390/textiles6010010(1)
fundamentals of additive manufacturing,Fundamentals of Additive Manufacturing,Crossref; OpenAlex,1,"3D Bioprinting: Advances, Challenges, and Fabricating the future(1)",10.61096/978-81-981372-6-5_3(1)
future of 4d printing in soft robotics and intelligent automation,FUTURE OF 4D PRINTING IN SOFT ROBOTICS AND INTELLIGENT AUTOMATION,Crossref; OpenAlex,1,Journal of Dynamics and Control(1),10.71058/jodac.v10i06002(1)
governing artificial intelligence for energy planning and transition shared ai governance for energy systems sages a briefing note,Governing Artificial Intelligence for Energy Planning and Transition: Shared AI Governance for Energy Systems (SAGES) - A briefing note,Crossref; OpenAlex,1,Venue unknown(1),10.33774/coe-2026-0gzfx(1)
high efficiency light engine for holographic tomographic volumetric additive manufacturing using phase light modulator plm,High efficiency light engine for holographic tomographic volumetric additive manufacturing using phase light modulator (PLM),Crossref; OpenAlex,1,Lasers and Photonics for Advanced Manufacturing II(1),10.1117/12.3099950(1)
high performance coupled opto chemical simulation of gradient index light transport in vat photopolymerization,High performance coupled opto-chemical simulation of gradient-index light transport in vat photopolymerization,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3100381(1)
high performance electromagnetic micropumps fabricated via multi material jetting additive manufacturing,High-performance electromagnetic micropumps fabricated via multi-material jetting additive manufacturing,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.105038(1)
high strength programmable energy dissipating liquid crystal elastomers via hydrogen bond locked 4d printing,"High-strength, programmable energy-dissipating liquid crystal elastomers via hydrogen-bond-locked 4D printing",Crossref; OpenAlex,1,iScience(1),10.1016/j.isci.2026.115746(1)
holographic tomographic volumetric additive manufacturing,Holographic tomographic volumetric additive manufacturing,Crossref; OpenAlex,1,Nature Communications(1),10.1038/s41467-025-56852-4(1)
human material interaction enabled by fused filament fabrication 4d printing,Human–Material Interaction Enabled by Fused Filament Fabrication 4D Printing,Crossref; OpenAlex,1,Advanced Engineering Materials(1),10.1002/adem.202301917(1)
hybrid injection volumetric additive manufacturing for rapid fabrication of multi material and encapsulated reinforced structures in low viscosity resins,Hybrid injection–volumetric additive manufacturing for rapid fabrication of multi-material and encapsulated reinforced structures in low-viscosity resins,Crossref; OpenAlex,1,Progress in Additive Manufacturing(1),10.1007/s40964-026-01720-w(1)
hybrid two photon polymerization and single photon tomographic volumetric additive manufacturing,Hybrid two-photon polymerization and single-photon tomographic volumetric additive manufacturing,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3098995(1)
identifying and characterising uncertainty in digital twin engineering,Identifying and characterising uncertainty in digital twin engineering,Crossref; OpenAlex,1,Digital Twin(1),10.1080/27525783.2026.2668886(1)
impact of advanced lubrication management systems on equipment longevity and operational efficiency in smart manufacturing environments,IMPACT OF ADVANCED LUBRICATION MANAGEMENT SYSTEMS ON EQUIPMENT LONGEVITY AND OPERATIONAL EFFICIENCY IN SMART MANUFACTURING ENVIRONMENTS,Crossref; OpenAlex,1,ASRC Procedia: Global Perspectives in Science and Scholarship(1),10.63125/r0n6bc88(1)
impact of oxygen inhibition on meth acrylate photopolymerization in tomographic volumetric printing,Impact of oxygen inhibition on (meth)acrylate photopolymerization in tomographic volumetric printing,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2025.104844(1)
implementation of a digital twin in additive manufacturing of copper methodology implications and future prospects,"Implementation of a Digital Twin in Additive Manufacturing of Copper—Methodology, Implications, and Future Prospects",Crossref; OpenAlex,1,Machines(1),10.3390/machines14010097(1)
implementation of a micro electromechanical system mems phase only light modulator plm for holographic volumetric additive manufacturing,Implementation of a micro electromechanical system (MEMS) phase-only light modulator (PLM) for holographic volumetric additive manufacturing,Crossref; OpenAlex,1,Emerging Digital Micromirror Device Based Systems and Applications XVII(1),10.1117/12.3043069(1)
implicit toolpath generation for functionally graded additive manufacturing via gradient informed slicing,Implicit toolpath generation for functionally graded additive manufacturing via gradient-informed slicing,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104963(1)
in situ interferometric curing monitoring for digital light processing based vat photopolymerization additive manufacturing,In-situ interferometric curing monitoring for digital light processing based vat photopolymerization additive manufacturing,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104001(1)
in situ monitoring of geometric drift and thermo mechanical modeling toward a digital twin for thin wall fused filament fabrication,In-situ monitoring of geometric drift and thermo-mechanical modeling toward a digital twin for thin-wall fused filament fabrication,Crossref; OpenAlex,1,Multifunctional Materials and Structures II(1),10.1117/12.3090447(1)
influence of surface morphology on joint properties of additively manufactured stainless steel cf peek hybrids,Influence of surface morphology on joint properties of additively manufactured stainless steel/CF-PEEK-hybrids,Crossref; OpenAlex,1,Discover Mechanical Engineering(1),10.1007/s44245-026-00234-7(1)
influence of thermal effects and fluid dynamics on part sedimentation in volumetric additive manufacturing,Influence of thermal effects and fluid dynamics on part sedimentation in volumetric additive manufacturing,Crossref; OpenAlex,1,Advances in Manufacturing(1),10.1007/s40436-026-00599-8(1)
infuse in situ material injection for 3d printing,InFuse: In-Situ Material Injection for 3D Printing,Crossref; OpenAlex,1,Venue unknown(1),10.36227/techrxiv.175329147.74597084/v1(1)
integrating 4d printing processes into stem education,Integrating 4D Printing Processes into STEM Education,Crossref; OpenAlex,1,2019 ASEE Midwest Section Conference Proceedings(1),10.18260/1-2-1153-33915(1)
integration of machine learning and digital twin in additive manufacturing of polymeric based materials and products,Integration of machine learning and digital twin in additive manufacturing of polymeric-based materials and products,Crossref; OpenAlex,1,Progress in Additive Manufacturing(1),10.1007/s40964-025-01257-4(1)
intensity adjustment of tomographic volumetric additive manufacturing projection image sets,Intensity adjustment of tomographic volumetric additive manufacturing projection image sets,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XIX(1),10.1117/12.3080463(1)
introduction to additive manufacturing of alloys,Introduction to Additive Manufacturing of Alloys,Crossref; OpenAlex,1,Metal Additive Manufacturing(1),10.1201/9781003731559-1(1)
investigating the influence of printing parameters on the helical deformation of 4d printed liquid crystal elastomer fiber actuators,Investigating the Influence of Printing Parameters on the Helical Deformation of 4D-printed Liquid Crystal Elastomer Fiber-actuators,Crossref; OpenAlex,1,Chinese Journal of Polymer Science(1),10.1007/s10118-025-3288-8(1)
learning based toolpath planning for bed based additive manufacturing,Learning-based toolpath planning for bed-based additive manufacturing,Crossref; OpenAlex,1,Engineering With Computers(1),10.1007/s00366-026-02334-0(1)
linear volumetric additive manufacturing of polymer structures via light initiated direct growth,Linear volumetric additive manufacturing of polymer structures via light initiated direct growth,Crossref; OpenAlex,1,Light: Advanced Manufacturing(1),10.37188/lam.2025.063(1)
liquid crystal elastomer lattices with thermally programmable deformation via multi material 3d printing,Liquid Crystal Elastomer Lattices with Thermally Programmable Deformation via Multi‐Material 3D Printing,Crossref; OpenAlex,1,Advanced Materials(1),10.1002/adma.202310743(1)
liquid crystal elastomers 4d printing,Liquid crystal elastomers 4D printing,Crossref; OpenAlex,1,Elsevier eBooks(1),10.1016/b978-0-443-13673-3.00010-9(1)
machine learning in gel based additive manufacturing from material design to process optimization,Machine Learning in Gel-Based Additive Manufacturing: From Material Design to Process Optimization,Crossref; OpenAlex,1,Gels(1),10.3390/gels11080582(1)
machine learning driven digital twin construction for additive manufacturing a review,Machine Learning-Driven Digital Twin Construction for Additive Manufacturing: A Review,Crossref; OpenAlex,1,Venue unknown(1),10.36227/techrxiv.176425541.18099212/v1(1)
machine learning driven digital twin for real time temperature prediction and adaptive process control in large scale additive manufacturing,Machine learning-driven digital twin for real-time temperature prediction and adaptive process control in large-scale additive manufacturing,Crossref; OpenAlex,1,Journal of Manufacturing Systems(1),10.1016/j.jmsy.2026.05.003(1)
maneuverability based speed and temperature adaptive robotic control m scp starc scp for fiber steering in additive manufacturing,Maneuverability‐Based Speed and Temperature Adaptive Robotic Control (M‐ <scp>STARC</scp> ) for Fiber Steering in Additive Manufacturing,Crossref; OpenAlex,1,Journal of Advanced Manufacturing and Processing(1),10.1002/amp2.70044(1)
manufacturing of 3d printed soft grippers a review,Manufacturing of 3D Printed Soft Grippers: A Review,Crossref; OpenAlex,1,IEEE Access(1),10.1109/access.2024.3369493(1)
manufacturing of metallic components via computed axial lithography and hydrogel infusion additive manufacturing,Manufacturing of metallic components via computed axial lithography and hydrogel infusion additive manufacturing,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XVII(1),10.1117/12.3009478(1)
material extrusion based additive manufacturing with multi legged robot fundamental investigation of path planning and manufacturing capabilities,Material extrusion-based additive manufacturing with multi-legged robot: fundamental investigation of path planning and manufacturing capabilities,Crossref; OpenAlex,1,Journal of Advanced Simulation in Science and Engineering(1),10.15748/jasse.11.222(1)
mechanical and microstructural characterization of aisi 410 stainless steel inconel 625 functionally graded bimetallic wall fabricated by wire arc additive manufacturing,Mechanical and Microstructural Characterization of AISI 410 Stainless Steel–Inconel 625 Functionally Graded Bimetallic Wall Fabricated by Wire Arc Additive Manufacturing,Crossref; OpenAlex,1,steel research international(1),10.1002/srin.202501158(1)
melt electrowriting enabled 3d liquid crystal elastomer structures for cross scale actuators and temperature field sensors,Melt electrowriting enabled 3D liquid crystal elastomer structures for cross-scale actuators and temperature field sensors,Crossref; OpenAlex,1,Science Advances(1),10.1126/sciadv.adk3854(1)
metastable phase transformations are key to graded immiscible multi materials via additive manufacturing,Metastable phase transformations are key to graded immiscible multi-materials via additive manufacturing,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104999(1)
modern machine learning in thin film device development,Modern Machine Learning in Thin Film Device Development,Crossref; OpenAlex,1,Venue unknown(1),10.36227/techrxiv.177138925.57781587/v1(1)
mould free microneedles in a single step 3d printing with photopolymer resins for transdermal delivery,Mould-Free Microneedles in a Single Step: 3D Printing with Photopolymer Resins for Transdermal Delivery,Crossref; OpenAlex,1,Pharmaceutics(1),10.3390/pharmaceutics17111498(1)
multi axis fdm 3d printing,Multi-Axis FDM 3D Printing,Crossref; OpenAlex,1,Venue unknown(1),10.31224/5307(1)
multi color dual wavelength vat photopolymerization 3d printing via spatially controlled acidity,Multi-color dual wavelength vat photopolymerization 3D printing via spatially controlled acidity,Crossref; OpenAlex,1,Nature Communications(1),10.1038/s41467-024-48159-7(1)
multi material 3d printing of biobased epoxy resins,Multi-Material 3D Printing of Biobased Epoxy Resins,Crossref; OpenAlex,1,Polymers(1),10.3390/polym16111510(1)
multi material 4d printing employing stimuli responsive polymer composites using vat photopolymerization,Multi-material 4D printing employing stimuli-responsive polymer composites using vat photopolymerization,Crossref; OpenAlex,1,Virtual and Physical Prototyping(1),10.1080/17452759.2024.2444576(1)
multi material additive manufacturing of steel al alloy by controlling the liquid solid interface in laser beam powder bed fusion,Multi-material additive manufacturing of steel/Al alloy by controlling the liquid/solid interface in laser beam powder bed fusion,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104529(1)
multi material ceramic hybrid additive manufacturing based on vat photopolymerization and material extrusion compound process,Multi-material ceramic hybrid additive manufacturing based on vat photopolymerization and material extrusion compound process,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104627(1)
multi material embedded 3d printing for one step manufacturing of multifunctional components in soft robotics,Multi-material embedded 3D printing for one-step manufacturing of multifunctional components in soft robotics,Crossref; OpenAlex,1,Additive Manufacturing(1),10.1016/j.addma.2024.104178(1)
multi material glass additive manufacturing a review of materials techniques and integration challenges,"Multi-material glass additive manufacturing: a review of materials, techniques, and integration challenges",Crossref; OpenAlex,1,Progress in Additive Manufacturing(1),10.1007/s40964-026-01543-9(1)
multi material laser powder bed fusion additive manufacturing of dual phase laminated heterostructure of cantor high entropy alloy and martensitic steel for overcoming strength ductility trade off,Multi-material laser powder bed fusion additive manufacturing of dual-phase laminated heterostructure of Cantor high-entropy alloy and Martensitic steel for overcoming strength-ductility trade-off,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104618(1)
multi material nozzle geometry design optimization for bioprinting,Multi-material nozzle geometry design optimization for bioprinting,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.104959(1)
multicolor tomographic volumetric printing property modulation and beyond,Multicolor tomographic volumetric printing: property modulation and beyond,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XVII(1),10.1117/12.3000331(1)
multimaterial 3d printed structures from colour selective resins,Multimaterial 3D-printed structures from colour-selective resins,Crossref; OpenAlex,1,Nature Materials(1),10.1038/s41563-025-02250-6(1)
multimaterial microrobots for ph sensing fabricated using sequential 3d and 4d printing with automated alignment,Multimaterial Microrobots for pH Sensing Fabricated Using Sequential 3D and 4D Printing with Automated Alignment,Crossref; OpenAlex,1,Advanced Materials Technologies(1),10.1002/admt.202501075(1)
multi material additive manufacturing of soft robotic systems a comprehensive review,Multi‐Material Additive Manufacturing of Soft Robotic Systems: A Comprehensive Review,Crossref; OpenAlex,1,Advanced Robotics Research(1),10.1002/adrr.202500064(1)
near term new thinking,Near term new thinking,Crossref; OpenAlex,1,Navigating an Evolving Sustainable Built Environment(1),10.1108/978-1-83662-850-720261009(1)
non planar additive manufacturing a comprehensive review of path planning system integration process control and applications,"Non-planar additive manufacturing: A comprehensive review of path planning, system integration, process control, and applications",Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2025.105059(1)
novel approaches and applications for operational sustainability,Novel Approaches and Applications for Operational Sustainability,Crossref; OpenAlex,1,"Material Selection, Product Design and Additive Manufacturing Processes for Operational Sustainability(1)",10.1201/9781003633754-5(1)
novel printing geometries for tomographic volumetric additive manufacturing,Novel printing geometries for tomographic volumetric additive manufacturing,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XVIII(1),10.1117/12.3039575(1)
numerical modeling and digital twins in wire arc additive manufacturing,Numerical modeling and Digital Twins in Wire Arc Additive Manufacturing,Crossref; OpenAlex,1,Mechanics and Advanced Technologies(1),10.20535/2521-1943.2025.9.3(106).338860(1)
occlusion based model weighting for volumetric additive manufacturing around inserts,Occlusion-based model weighting for volumetric additive manufacturing around inserts,Crossref; OpenAlex,1,Virtual and Physical Prototyping(1),10.1080/17452759.2024.2407473(1)
on line inspection of lattice structures and metamaterials via in situ imaging in additive manufacturing,On-line inspection of lattice structures and metamaterials via in-situ imaging in additive manufacturing,Crossref; OpenAlex,1,Additive manufacturing(1),10.1016/j.addma.2024.104538(1)
one vat multimaterial 3d printing the devil is in the details,One-Vat Multimaterial 3D Printing: The Devil is in the Details,Crossref; OpenAlex,1,ACS Central Science(1),10.1021/acscentsci.5c00986(1)
one shot multimaterial 3d printing of a flexible spine for a robotic fish prototype,One‐Shot Multimaterial 3D Printing of a Flexible Spine for a Robotic Fish Prototype,Crossref; OpenAlex,1,Advanced Intelligent Systems(1),10.1002/aisy.70431(1)
operational analysis and strategic management of tomographic volumetric additive manufacturing systems via discrete event simulation,Operational Analysis and Strategic Management of Tomographic Volumetric Additive Manufacturing Systems via Discrete Event Simulation,Crossref; OpenAlex,1,Processes(1),10.3390/pr14111689(1)
optimal design of 3d printed flexible fingers for robotic soft gripping of agricultural products,Optimal Design of 3D-Printed Flexible Fingers for Robotic Soft Gripping of Agricultural Products,Crossref; OpenAlex,1,Actuators(1),10.3390/act14100468(1)
optimization of the design and manufacturing processes for metal additive manufacturing through digital twin,Optimization of the Design and Manufacturing Processes for Metal Additive Manufacturing Through Digital Twin,Crossref; OpenAlex,1,Processes(1),10.3390/pr14030571(1)
optimizing infill patterns for enhanced durability and resilience in direct ink writing additive manufacturing of silicone elastomers,Optimizing Infill Patterns for Enhanced Durability and Resilience in Direct Ink Writing-Additive Manufacturing of Silicone Elastomers,Crossref; OpenAlex,1,3D Printing and Additive Manufacturing(1),10.1177/23297662261459248(1)
outgrowing the 3d 4d printing technology as a vessle for lively responsive spaces,"Outgrowing the 3D: 4D Printing Technology as a Vessle for Lively, Responsive Spaces",Crossref; OpenAlex,1,International Academic Conference on Places and Technologies(1),10.18485/arh_pt.2025.10.ch39(1)
overprinting with tomographic volumetric additive manufacturing,Overprinting with tomographic volumetric additive manufacturing,Crossref; OpenAlex,1,Nature Communications(1),10.1038/s41467-026-73477-3(1)
overprinting with tomographic volumetric additive manufacturing using dr tvam,Overprinting with tomographic volumetric additive manufacturing using Dr. TVAM,Crossref; OpenAlex,1,3D Printed Optics and Additive Photonic Manufacturing V(1),10.1117/12.3098324(1)
overview of step nc and its role in advanced manufacturing,Overview of STEP-NC and Its Role in Advanced Manufacturing,Crossref; OpenAlex,1,Transforming Manufacturing With STEP-NC(1),10.4018/979-8-3373-6214-4.ch001(1)
parallax manufacturing a high dimensionality volumetric additive manufacturing framework,Parallax manufacturing: a high dimensionality volumetric additive manufacturing framework,Crossref; OpenAlex,1,Advanced Fabrication Technologies for Micro/Nano Optics and Photonics XVIII(1),10.1117/12.3048438(1)
path planning of complicated hierarchical thin wall structures using multi material additive manufacturing technology,Path planning of complicated hierarchical thin-wall structures using multi-material additive manufacturing technology,Crossref; OpenAlex,1,Functional Composites and Structures(1),10.1088/2631-6331/ad304e(1)
path planning techniques for additive manufacturing a review,Path Planning Techniques for Additive Manufacturing: A Review,Crossref; OpenAlex,1,International Journal of Computer Science and Information Technology(1),10.62051/ijcsit.v6n1.10(1)
perspective chapter cyber physical security in smart manufacturing,Perspective Chapter: Cyber Physical Security in Smart Manufacturing,Crossref; OpenAlex,1,IntechOpen eBooks(1),10.5772/intechopen.1013635(1)
