classification,venue,source_union,record_count,unique_paper_keys,curated_records,archive_records
both_openalex_crossref,Venue unknown,Crossref; OpenAlex,227,227,50,177
openalex_only,International Journal of Mechanical Engineering,OpenAlex,2,2,0,2
openalex_only,International Journal of Precision Engineering and Manufacturing,OpenAlex,2,2,2,0
openalex_only,International Journal of Scientific Research in Computer Science Engineering and Information Technology,OpenAlex,2,2,1,1
openalex_only,International Journal of Simulation Modelling,OpenAlex,2,2,0,2
openalex_only,Internet of Things,OpenAlex,2,2,0,2
openalex_only,Inventions,OpenAlex,2,2,2,0
openalex_only,ITEGAM- Journal of Engineering and Technology for Industrial Applications (ITEGAM-JETIA),OpenAlex,2,2,2,0
openalex_only,Journal of Emerging Technologies With Industrial Applications,OpenAlex,2,2,1,1
openalex_only,Journal of Marine Science and Engineering,OpenAlex,2,2,0,2
openalex_only,Journal of Physics Conference Series,OpenAlex,2,2,1,1
openalex_only,Journal of Physics D Applied Physics,OpenAlex,2,2,0,2
openalex_only,Lab on a Chip,OpenAlex,2,2,2,0
openalex_only,Light Advanced Manufacturing,OpenAlex,2,2,2,0
openalex_only,Linköping studies in science and technology. Dissertations,OpenAlex,2,2,1,1
openalex_only,Lubricants,OpenAlex,2,2,1,1
openalex_only,LUTPub (LUT University),OpenAlex,2,2,1,1
openalex_only,Microchimica Acta,OpenAlex,2,2,2,0
openalex_only,Nanomaterials,OpenAlex,2,2,2,0
openalex_only,npj Biomedical Innovations.,OpenAlex,2,2,1,1
openalex_only,npj Metamaterials,OpenAlex,2,2,1,1
openalex_only,Physics in Medicine and Biology,OpenAlex,2,2,1,1
openalex_only,PLoS ONE,OpenAlex,2,2,0,2
openalex_only,Production Engineering,OpenAlex,2,2,0,2
openalex_only,Reactive and Functional Polymers,OpenAlex,2,2,2,0
openalex_only,RSC Applied Polymers,OpenAlex,2,2,2,0
openalex_only,Smart Molecules,OpenAlex,2,2,1,1
openalex_only,TECHNICAL SCIENCES AND TECHNOLOGIES,OpenAlex,2,2,1,1
openalex_only,Theoretical and Natural Science,OpenAlex,2,2,1,1
openalex_only,TSpace,OpenAlex,2,2,1,1
openalex_only,Veredas do Direito Direito Ambiental e Desenvolvimento Sustentável,OpenAlex,2,2,0,2
openalex_only,3D Printing in Medicine,OpenAlex,1,1,1,0
openalex_only,593 Digital Publisher CEIT,OpenAlex,1,1,0,1
openalex_only,ACS electrochemistry.,OpenAlex,1,1,0,1
openalex_only,ACS Energy Letters,OpenAlex,1,1,1,0
openalex_only,Acta Materialia,OpenAlex,1,1,1,0
openalex_only,Acta Mechanica et Automatica,OpenAlex,1,1,1,0
openalex_only,Acta Mechanica Slovaca,OpenAlex,1,1,1,0
openalex_only,Actual problems of improving of current legislation of Ukraine,OpenAlex,1,1,1,0
openalex_only,Advanced and Sustainable Technologies (ASET),OpenAlex,1,1,0,1
openalex_only,Advanced Engineering Letters,OpenAlex,1,1,1,0
openalex_only,Advanced Manufacturing Research,OpenAlex,1,1,1,0
openalex_only,Advanced Materials Interfaces,OpenAlex,1,1,1,0
openalex_only,Advanced Materials Joining,OpenAlex,1,1,1,0
openalex_only,Advanced Optical Materials,OpenAlex,1,1,1,0
openalex_only,Advanced Physics Research,OpenAlex,1,1,1,0
openalex_only,Advanced Sensor Research,OpenAlex,1,1,1,0
openalex_only,Advances in Engineering Innovation,OpenAlex,1,1,0,1
openalex_only,AI,OpenAlex,1,1,0,1
openalex_only,Al-Khwarizmi Engineering Journal,OpenAlex,1,1,1,0
openalex_only,Algorithms,OpenAlex,1,1,0,1
openalex_only,American University of Bahrain,OpenAlex,1,1,0,1
openalex_only,AMS Degree Thesis (University of Bologna),OpenAlex,1,1,1,0
openalex_only,Annual Review of Materials Research,OpenAlex,1,1,0,1
openalex_only,Applied Cybersecurity & Internet Governance,OpenAlex,1,1,0,1
openalex_only,Applied Physics A,OpenAlex,1,1,1,0
openalex_only,Applied Physics Letters,OpenAlex,1,1,0,1
openalex_only,Applied System Innovation,OpenAlex,1,1,1,0
openalex_only,Architecture Structures and Construction,OpenAlex,1,1,1,0
openalex_only,Archives of Civil and Mechanical Engineering,OpenAlex,1,1,1,0
openalex_only,Archives of Computational Methods in Engineering,OpenAlex,1,1,0,1
openalex_only,Array,OpenAlex,1,1,0,1
openalex_only,"Asian Health, Science and Technology Reports",OpenAlex,1,1,0,1
openalex_only,Asian Journal of Pharmaceutical Sciences,OpenAlex,1,1,1,0
openalex_only,Australian Journal of Multi-Disciplinary Engineering,OpenAlex,1,1,1,0
openalex_only,Bilge International Journal of Science and Technology Research,OpenAlex,1,1,0,1
openalex_only,Bio-Design and Manufacturing,OpenAlex,1,1,0,1
openalex_only,Biomacromolecules,OpenAlex,1,1,1,0
openalex_only,Biomaterials Science,OpenAlex,1,1,1,0
openalex_only,Biomedical Journal of Scientific & Technical Research,OpenAlex,1,1,1,0
openalex_only,Biomedicines,OpenAlex,1,1,1,0
openalex_only,Biosensors,OpenAlex,1,1,1,0
openalex_only,Biotechnology Advances,OpenAlex,1,1,1,0
openalex_only,Brodogradnja,OpenAlex,1,1,1,0
openalex_only,Bulletin of Shakarim University Technical Sciences,OpenAlex,1,1,0,1
openalex_only,Bulletin of the National Engineering Academy of the Republic of Kazakhstan,OpenAlex,1,1,0,1
openalex_only,Bulletin of the National Technical University KhPI Series Mathematical modeling in engineering and technologies,OpenAlex,1,1,1,0
openalex_only,Bulletin of the National Technical University «KhPI» Series Engineering and CAD,OpenAlex,1,1,1,0
openalex_only,Bussecon Review of Social Sciences (2687-2285),OpenAlex,1,1,0,1
openalex_only,ce/papers,OpenAlex,1,1,1,0
openalex_only,Cellular and Molecular Bioengineering,OpenAlex,1,1,0,1
openalex_only,Center of Artificial Intelligence,OpenAlex,1,1,0,1
openalex_only,Ceramics,OpenAlex,1,1,1,0
openalex_only,Challenging glass conference proceedings,OpenAlex,1,1,0,1
openalex_only,Chemical and Process Engineering New Frontiers,OpenAlex,1,1,1,0
openalex_only,Chemistry of Materials,OpenAlex,1,1,0,1
openalex_only,ChemPhotoChem,OpenAlex,1,1,1,0
openalex_only,CINECA IRIS Institutial Research Information System (University of Genoa),OpenAlex,1,1,1,0
openalex_only,Circular Economy and Sustainability,OpenAlex,1,1,0,1
openalex_only,City and Built Environment,OpenAlex,1,1,1,0
openalex_only,Clinical and Experimental Medicine,OpenAlex,1,1,0,1
openalex_only,Cluster Computing,OpenAlex,1,1,0,1
openalex_only,Coatings,OpenAlex,1,1,1,0
openalex_only,Cognitive Computation,OpenAlex,1,1,0,1
openalex_only,Communications in computer and information science,OpenAlex,1,1,1,0
openalex_only,Communications on Applied Nonlinear Analysis,OpenAlex,1,1,1,0
openalex_only,Complex & Intelligent Systems,OpenAlex,1,1,1,0
openalex_only,Computer,OpenAlex,1,1,1,0
openalex_only,Computers & Security,OpenAlex,1,1,0,1
openalex_only,Computers & Structures,OpenAlex,1,1,1,0
openalex_only,Crystals,OpenAlex,1,1,1,0
openalex_only,Cureus,OpenAlex,1,1,0,1
openalex_only,Current Research in Food Science,OpenAlex,1,1,1,0
openalex_only,Cybersecurity,OpenAlex,1,1,0,1
openalex_only,"Defect and diffusion forum/Diffusion and defect data, solid state data. Part A, Defect and diffusion forum",OpenAlex,1,1,1,0
openalex_only,Dentistry Journal,OpenAlex,1,1,1,0
openalex_only,Digital engineering.,OpenAlex,1,1,0,1
openalex_only,Digital twins and applications.,OpenAlex,1,1,1,0
openalex_only,Discover Artificial Intelligence,OpenAlex,1,1,1,0
openalex_only,Discover Cities,OpenAlex,1,1,1,0
openalex_only,Discover Computing,OpenAlex,1,1,0,1
openalex_only,Discover Materials,OpenAlex,1,1,0,1
openalex_only,Discover Nano,OpenAlex,1,1,1,0
openalex_only,Discover Plants.,OpenAlex,1,1,1,0
openalex_only,Electronic Theses and Dissertations Repository (University of Pisa),OpenAlex,1,1,1,0
openalex_only,Electrophoresis,OpenAlex,1,1,1,0
openalex_only,elib (German Aerospace Center),OpenAlex,1,1,0,1
openalex_only,Encyclopedia,OpenAlex,1,1,1,0
openalex_only,Energies,OpenAlex,1,1,1,0
openalex_only,Energy and AI,OpenAlex,1,1,0,1
openalex_only,Engineering,OpenAlex,1,1,1,0
openalex_only,Engineering Applications of Artificial Intelligence,OpenAlex,1,1,0,1
openalex_only,Engineering Journal (Chulalongkorn University),OpenAlex,1,1,0,1
openalex_only,Engineering Science & Technology Journal,OpenAlex,1,1,0,1
openalex_only,Eng—Advances in Engineering,OpenAlex,1,1,0,1
openalex_only,Enterprise Information Systems,OpenAlex,1,1,1,0
openalex_only,Environment Systems & Decisions,OpenAlex,1,1,1,0
openalex_only,Epilepsy & Behavior,OpenAlex,1,1,0,1
openalex_only,Espace École de technologie supérieure (École de technologie supérieure),OpenAlex,1,1,0,1
openalex_only,European Journal of AI Computing & Informatics,OpenAlex,1,1,0,1
openalex_only,European Journal of Dentistry,OpenAlex,1,1,1,0
openalex_only,European Journal of Surgical Oncology,OpenAlex,1,1,0,1
openalex_only,European Synchrotron Radiation Facility,OpenAlex,1,1,0,1
openalex_only,F1000Research,OpenAlex,1,1,0,1
openalex_only,Far East Journal of Experimental and Theoretical Artificial Intelligence,OpenAlex,1,1,0,1
openalex_only,Fashion and Textiles,OpenAlex,1,1,0,1
openalex_only,Fibers,OpenAlex,1,1,0,1
openalex_only,FinTech,OpenAlex,1,1,0,1
openalex_only,Frattura ed Integrità Strutturale,OpenAlex,1,1,1,0
openalex_only,FreiDok plus (Universitätsbibliothek Freiburg),OpenAlex,1,1,1,0
openalex_only,Frontiers in Artificial Intelligence,OpenAlex,1,1,0,1
openalex_only,Frontiers in Computer Science,OpenAlex,1,1,0,1
openalex_only,Frontiers in Digital Health,OpenAlex,1,1,0,1
openalex_only,Frontiers in Drug Delivery,OpenAlex,1,1,1,0
openalex_only,Frontiers in Engineering,OpenAlex,1,1,0,1
openalex_only,Frontiers in Materials,OpenAlex,1,1,1,0
openalex_only,Frontiers in Pharmacology,OpenAlex,1,1,1,0
openalex_only,Frontiers in Smart Grids,OpenAlex,1,1,0,1
openalex_only,Frontiers in Sustainable Cities,OpenAlex,1,1,0,1
openalex_only,Frontiers in Systems Biology,OpenAlex,1,1,0,1
openalex_only,Future Edge Journal of Progressive Research,OpenAlex,1,1,1,0
openalex_only,Future Internet,OpenAlex,1,1,0,1
openalex_only,Future Journal of Pharmaceutical Sciences,OpenAlex,1,1,0,1
openalex_only,Gazi Journal of Engineering Sciences,OpenAlex,1,1,1,0
openalex_only,Global Journal of Engineering and Technology Research,OpenAlex,1,1,0,1
openalex_only,Gongneng cailiao yu qijian xuebao,OpenAlex,1,1,1,0
openalex_only,Green Technology & Innovation,OpenAlex,1,1,0,1
openalex_only,Hans Journal of Biomedicine,OpenAlex,1,1,0,1
openalex_only,Ibero Ciencias - Revista Científica y Académica - ISSN 3072-7197,OpenAlex,1,1,0,1
openalex_only,ICST Transactions on Security and Safety,OpenAlex,1,1,1,0
openalex_only,IEEE Sensors Journal,OpenAlex,1,1,1,0
openalex_only,IET conference proceedings.,OpenAlex,1,1,1,0
openalex_only,IET Cyber-Systems and Robotics,OpenAlex,1,1,1,0
openalex_only,IFIP advances in information and communication technology,OpenAlex,1,1,1,0
openalex_only,Imaging and Radiation Research,OpenAlex,1,1,0,1
openalex_only,Indian Journal of Chemical Technology,OpenAlex,1,1,1,0
openalex_only,Indian Journal of Science and Technology,OpenAlex,1,1,0,1
openalex_only,Industries,OpenAlex,1,1,0,1
openalex_only,iNew Medicine,OpenAlex,1,1,1,0
openalex_only,Infoscience (Ecole Polytechnique Fédérale de Lausanne),OpenAlex,1,1,1,0
openalex_only,Infrastructures,OpenAlex,1,1,0,1
openalex_only,INMATEH Agricultural Engineering,OpenAlex,1,1,1,0
openalex_only,Innovations in Pedagogy and Technology,OpenAlex,1,1,0,1
openalex_only,Innovative economics and management,OpenAlex,1,1,0,1
openalex_only,Institutional Repositories DataBase (IRDB),OpenAlex,1,1,0,1
openalex_only,International Journal of Academic and Industrial Research Innovations(IJAIRI),OpenAlex,1,1,0,1
openalex_only,International Journal of AI for Materials and Design,OpenAlex,1,1,0,1
openalex_only,International Journal of Applied and Behavioral Sciences,OpenAlex,1,1,1,0
openalex_only,International Journal of Artificial Intelligence,OpenAlex,1,1,0,1
openalex_only,International Journal of Automation and Digital Transformation,OpenAlex,1,1,0,1
openalex_only,International Journal of Automotive Science And Technology,OpenAlex,1,1,1,0
openalex_only,International Journal of Coal Science & Technology,OpenAlex,1,1,0,1
openalex_only,International Journal of Computer Applications,OpenAlex,1,1,0,1
openalex_only,International Journal of Computer Assisted Radiology and Surgery,OpenAlex,1,1,0,1
openalex_only,International Journal of Computer Engineering in Research Trends,OpenAlex,1,1,0,1
openalex_only,International Journal of Data Science and IoT Management System,OpenAlex,1,1,0,1
openalex_only,International Journal of Economic Plants,OpenAlex,1,1,0,1
openalex_only,International journal of high school research,OpenAlex,1,1,0,1
openalex_only,International Journal of Home Economics Hospitality and Allied Research,OpenAlex,1,1,1,0
openalex_only,International Journal of Information Security,OpenAlex,1,1,0,1
openalex_only,International Journal of Innovations in Science Engineering and Management.,OpenAlex,1,1,1,0
openalex_only,International Journal of Innovative Research in Engineering & Multidisciplinary Physical Sciences,OpenAlex,1,1,1,0
openalex_only,International Journal of Innovative Research in Science Engineering and Technology,OpenAlex,1,1,0,1
openalex_only,International Journal of Mathematical Engineering and Management Sciences,OpenAlex,1,1,0,1
openalex_only,International Journal of Molecular Sciences,OpenAlex,1,1,1,0
openalex_only,International Journal of Nanomedicine,OpenAlex,1,1,0,1
openalex_only,International Journal of Pharmaceutical Research and Applications,OpenAlex,1,1,1,0
openalex_only,International Journal of Pharmaceutical Research and Development,OpenAlex,1,1,0,1
openalex_only,International Journal of Pharmacy and Pharmaceutical Science,OpenAlex,1,1,0,1
openalex_only,International Journal of Research in Pharmacology & Pharmacotherapeutics,OpenAlex,1,1,1,0
openalex_only,International Journal of Scientific Development and Research,OpenAlex,1,1,1,0
openalex_only,International Journal of Scientific Research in Modern Science and Technology,OpenAlex,1,1,1,0
openalex_only,International Journal of Social Robotics,OpenAlex,1,1,0,1
openalex_only,International Journal of Soft Computing and Engineering,OpenAlex,1,1,0,1
openalex_only,International Journal of Systems Assurance Engineering and Management,OpenAlex,1,1,0,1
openalex_only,International Journal on Information Technologies and Security,OpenAlex,1,1,0,1
openalex_only,International Journal on Science and Technology,OpenAlex,1,1,1,0
openalex_only,International Research Journal of Multidisciplinary Technovation,OpenAlex,1,1,0,1
openalex_only,International Scientific Journal of Engineering and Management,OpenAlex,1,1,0,1
openalex_only,Internet Archaeology,OpenAlex,1,1,0,1
openalex_only,IoT,OpenAlex,1,1,0,1
openalex_only,Iowa Research Online (The University of Iowa),OpenAlex,1,1,1,0
openalex_only,Iris (Roma Tre University),OpenAlex,1,1,0,1
openalex_only,ISIJ International,OpenAlex,1,1,1,0
openalex_only,"ISPRS annals of the photogrammetry, remote sensing and spatial information sciences",OpenAlex,1,1,0,1
openalex_only,ISPRS International Journal of Geo-Information,OpenAlex,1,1,0,1
openalex_only,Izvestiâ ÛFU. Tehničeskie nauki,OpenAlex,1,1,1,0
openalex_only,J — Multidisciplinary Scientific Journal,OpenAlex,1,1,0,1
openalex_only,JOURNAL OF ADVANCE AND FUTURE RESEARCH,OpenAlex,1,1,0,1
openalex_only,Journal of Advanced Research in Manufacturing Material Science & Metallurgical Engineering,OpenAlex,1,1,1,0
openalex_only,Journal of Applied Mechanics,OpenAlex,1,1,1,0
openalex_only,Journal of Artificial Intelligence for Automation,OpenAlex,1,1,0,1
openalex_only,Journal of Biomedical Materials Research Part A,OpenAlex,1,1,1,0
openalex_only,Journal of Composites and Biodegradable Polymers,OpenAlex,1,1,1,0
openalex_only,"Journal of computer, software and program.",OpenAlex,1,1,0,1
openalex_only,Journal of Craniofacial Surgery,OpenAlex,1,1,1,0
openalex_only,Journal of Ecological Engineering,OpenAlex,1,1,0,1
openalex_only,Journal of Educational Evaluation for Health Professions,OpenAlex,1,1,0,1
openalex_only,Journal of Engineering and Technology (JET),OpenAlex,1,1,1,0
openalex_only,Journal of Field Robotics,OpenAlex,1,1,1,0
openalex_only,Journal of Forensic and Legal Medicine,OpenAlex,1,1,0,1
openalex_only,Journal of Information Systems and Informatics,OpenAlex,1,1,0,1
openalex_only,Journal of Information Technology in Construction,OpenAlex,1,1,0,1
openalex_only,Journal of Infrastructure Preservation and Resilience,OpenAlex,1,1,1,0
openalex_only,Journal of Intelligent Information Systems,OpenAlex,1,1,1,0
openalex_only,Journal of Machine Engineering,OpenAlex,1,1,0,1
openalex_only,Journal of Materials and Mechatronics A,OpenAlex,1,1,1,0
openalex_only,Journal of materials research/Pratt's guide to venture capital sources,OpenAlex,1,1,1,0
openalex_only,Journal of Materials Science Composites,OpenAlex,1,1,1,0
openalex_only,Journal of Materials Science Materials in Engineering,OpenAlex,1,1,1,0
openalex_only,Journal of Mechanical Engineering and Manufacturing,OpenAlex,1,1,0,1
openalex_only,Journal of Mechanical Engineering Science and Innovation,OpenAlex,1,1,1,0
openalex_only,Journal of Micromechanics and Microengineering,OpenAlex,1,1,1,0
openalex_only,Journal of Minimally Invasive Gynecology,OpenAlex,1,1,0,1
openalex_only,Journal of Personalized Medicine,OpenAlex,1,1,0,1
openalex_only,Journal of Pharmaceutical and BioTech Industry,OpenAlex,1,1,1,0
openalex_only,Journal of Plant Electrobiology,OpenAlex,1,1,0,1
openalex_only,Journal of Plant Science and Phytopathology,OpenAlex,1,1,0,1
openalex_only,Journal of Polymer Science,OpenAlex,1,1,1,0
openalex_only,Journal of Reinforced Plastics and Composites,OpenAlex,1,1,1,0
openalex_only,Journal of Sandwich Structures & Materials,OpenAlex,1,1,1,0
openalex_only,Journal of Separation Science,OpenAlex,1,1,1,0
openalex_only,Journal of Sustainable Engineering & Green Technologies,OpenAlex,1,1,1,0
openalex_only,Journal of Sustainable Smart Materials and Structural Systems,OpenAlex,1,1,1,0
openalex_only,Journal of Systems and Software,OpenAlex,1,1,0,1
openalex_only,Journal of the American Chemical Society,OpenAlex,1,1,1,0
openalex_only,Journal of the Egyptian National Cancer Institute,OpenAlex,1,1,0,1
openalex_only,Journal of the Korean Society for Precision Engineering,OpenAlex,1,1,0,1
openalex_only,Journal of the Korean Society of Manufacturing Process Engineers,OpenAlex,1,1,1,0
openalex_only,Journal of the mechanical behavior of biomedical materials/Journal of mechanical behavior of biomedical materials,OpenAlex,1,1,1,0
openalex_only,Journal on Electronic and Automation Engineering,OpenAlex,1,1,1,0
openalex_only,Lancaster EPrints (Lancaster University),OpenAlex,1,1,0,1
openalex_only,Laser & Photonics Review,OpenAlex,1,1,1,0
openalex_only,Lecture notes in computational science and engineering,OpenAlex,1,1,1,0
openalex_only,Lecture notes in mechanical engineering,OpenAlex,1,1,1,0
openalex_only,"Library, Museums and Press - UDSpace (University of Delaware)",OpenAlex,1,1,1,0
openalex_only,Light Science & Applications,OpenAlex,1,1,1,0
openalex_only,Maritime Technology and Research,OpenAlex,1,1,0,1
openalex_only,Material and Mechanical Engineering Technology,OpenAlex,1,1,0,1
openalex_only,Materials Futures,OpenAlex,1,1,0,1
openalex_only,Materials Research Bulletin,OpenAlex,1,1,0,1
openalex_only,Materials Research Letters,OpenAlex,1,1,1,0
openalex_only,Materials Science and Engineering R Reports,OpenAlex,1,1,1,0
openalex_only,Materials Today Sustainability,OpenAlex,1,1,1,0
openalex_only,Mathematical Modeling and Algorithm Application,OpenAlex,1,1,1,0
openalex_only,Mathematics,OpenAlex,1,1,0,1
openalex_only,Measurement Science and Technology,OpenAlex,1,1,1,0
openalex_only,Mechanical Systems and Signal Processing,OpenAlex,1,1,0,1
openalex_only,Mechanika,OpenAlex,1,1,1,0
openalex_only,Mechatronics,OpenAlex,1,1,0,1
openalex_only,MedComm,OpenAlex,1,1,0,1
openalex_only,Metrology,OpenAlex,1,1,1,0
openalex_only,Military Medical Research,OpenAlex,1,1,1,0
openalex_only,Nanomanufacturing,OpenAlex,1,1,1,0
openalex_only,Natural Sciences and Engineering Bulletin,OpenAlex,1,1,0,1
openalex_only,Nature Chemical Engineering,OpenAlex,1,1,0,1
openalex_only,Nature Protocols,OpenAlex,1,1,1,0
openalex_only,Nondestructive Testing And Evaluation,OpenAlex,1,1,0,1
openalex_only,npj Artificial Intelligence,OpenAlex,1,1,1,0
openalex_only,npj Digital Surgery,OpenAlex,1,1,0,1
openalex_only,npj Flexible Electronics,OpenAlex,1,1,1,0
openalex_only,npj Heritage Science,OpenAlex,1,1,0,1
openalex_only,npj Soft Matter,OpenAlex,1,1,1,0
openalex_only,Nusantara Science and Technology Proceedings,OpenAlex,1,1,1,0
openalex_only,Open Information and Computer Integrated Technologies,OpenAlex,1,1,0,1
openalex_only,OpenBU (Boston University),OpenAlex,1,1,1,0
openalex_only,Organic Process Research & Development,OpenAlex,1,1,0,1
openalex_only,Organoid Research,OpenAlex,1,1,0,1
openalex_only,OSF Preprints (OSF Preprints),OpenAlex,1,1,0,1
openalex_only,OSTI OAI (U.S. Department of Energy Office of Scientific and Technical Information),OpenAlex,1,1,1,0
openalex_only,Periodica Polytechnica Civil Engineering,OpenAlex,1,1,1,0
openalex_only,Periodica Polytechnica Electrical Engineering and Computer Science,OpenAlex,1,1,0,1
openalex_only,Pharaonic Journal of Science,OpenAlex,1,1,0,1
openalex_only,Physica Scripta,OpenAlex,1,1,0,1
openalex_only,Plasticheskie massy,OpenAlex,1,1,1,0
openalex_only,PNAS Nexus,OpenAlex,1,1,1,0
openalex_only,Proceedings of the AAAI Symposium Series,OpenAlex,1,1,1,0
openalex_only,Programmable Materials,OpenAlex,1,1,1,0
openalex_only,PureMUL,OpenAlex,1,1,0,1
openalex_only,Quantum Science and Technology,OpenAlex,1,1,1,0
openalex_only,Rare Metals,OpenAlex,1,1,1,0
openalex_only,reposiTUm (TU Wien),OpenAlex,1,1,1,0
openalex_only,Research Explorer (The University of Manchester),OpenAlex,1,1,1,0
openalex_only,Review of Materials Research,OpenAlex,1,1,0,1
openalex_only,REVIEWS ON ADVANCED MATERIALS SCIENCE,OpenAlex,1,1,1,0
openalex_only,Revista Tópicos.,OpenAlex,1,1,0,1
openalex_only,RIVISTA GEOGRAFICA ITALIANA,OpenAlex,1,1,0,1
openalex_only,Robotics,OpenAlex,1,1,1,0
openalex_only,Romanian Cyber Security Journal,OpenAlex,1,1,0,1
openalex_only,RSC Advances,OpenAlex,1,1,1,0
openalex_only,SAE International Journal of Materials and Manufacturing,OpenAlex,1,1,0,1
openalex_only,SAE technical papers on CD-ROM/SAE technical paper series,OpenAlex,1,1,0,1
openalex_only,Scholarly Commons (Embry–Riddle Aeronautical University),OpenAlex,1,1,0,1
openalex_only,"Science, Engineering & Education.",OpenAlex,1,1,0,1
openalex_only,Scientific Journal of Engineering Research,OpenAlex,1,1,0,1
openalex_only,Scientific Journal of Silesian University of Technology Series Transport,OpenAlex,1,1,0,1
openalex_only,Scientific periodicals of Ukraine,OpenAlex,1,1,1,0
openalex_only,Shanlax International Journal of Arts Science and Humanities,OpenAlex,1,1,1,0
openalex_only,SHAREOK (University of Oklahoma),OpenAlex,1,1,1,0
openalex_only,SHAREOK (University of Oklahoma; Oklahoma State University; Central Oklahoma University),OpenAlex,1,1,1,0
openalex_only,Shipbuilding and marine infrastructure,OpenAlex,1,1,0,1
openalex_only,Shipping & Navigation,OpenAlex,1,1,0,1
openalex_only,ShodhKosh Journal of Visual and Performing Arts,OpenAlex,1,1,0,1
openalex_only,SINTEK JURNAL Jurnal Ilmiah Teknik Mesin,OpenAlex,1,1,1,0
openalex_only,Small Science,OpenAlex,1,1,0,1
openalex_only,Smart and Resilient Transport,OpenAlex,1,1,0,1
openalex_only,Smart and Sustainable Built Environment,OpenAlex,1,1,0,1
openalex_only,Smart Wearable Technology,OpenAlex,1,1,0,1
openalex_only,SmartSys,OpenAlex,1,1,1,0
openalex_only,Software & Systems Modeling,OpenAlex,1,1,0,1
openalex_only,Supply Chain Forum an International Journal,OpenAlex,1,1,0,1
openalex_only,Surface Science and Technology,OpenAlex,1,1,0,1
openalex_only,Surfaces,OpenAlex,1,1,1,0
openalex_only,Sustainable polymer & energy,OpenAlex,1,1,1,0
openalex_only,Telematics and Informatics Reports,OpenAlex,1,1,0,1
openalex_only,The Aeronautical Journal,OpenAlex,1,1,0,1
openalex_only,The Annals of “Dunarea de Jos” University of Galati Fascicle IX Metallurgy and Materials Science,OpenAlex,1,1,1,0
openalex_only,The Chemical Record,OpenAlex,1,1,1,0
openalex_only,The Educational Review USA,OpenAlex,1,1,0,1
openalex_only,The European Physical Journal Special Topics,OpenAlex,1,1,1,0
openalex_only,The Journal of Defense Modeling and Simulation Applications Methodology Technology,OpenAlex,1,1,0,1
openalex_only,The Scientific Issues of Ternopil Volodymyr Hnatiuk National Pedagogical University Series pedagogy,OpenAlex,1,1,1,0
openalex_only,Thermal Science,OpenAlex,1,1,1,0
openalex_only,Theseus (Ammattikorkeakoulujen),OpenAlex,1,1,1,0
openalex_only,Transactions of Materials Research,OpenAlex,1,1,1,0
openalex_only,Transactions of the Indian Institute of Metals,OpenAlex,1,1,0,1
openalex_only,Transactions of the Institute of Measurement and Control,OpenAlex,1,1,0,1
openalex_only,Translational dental research.,OpenAlex,1,1,0,1
openalex_only,Trepo - Institutional Repository of Tampere University,OpenAlex,1,1,1,0
openalex_only,Turkish Journal of Engineering,OpenAlex,1,1,1,0
openalex_only,Türkiye İnsansız Hava Araçları Dergisi,OpenAlex,1,1,1,0
openalex_only,Universidad Industrial de Santander,OpenAlex,1,1,0,1
openalex_only,UPCommons institutional repository (Universitat Politècnica de Catalunya),OpenAlex,1,1,0,1
openalex_only,UPM Digital Archive (Technical University of Madrid),OpenAlex,1,1,1,0
openalex_only,"Vestnik Nacionalʹnogo tehničeskogo universiteta ""HPI"". Tehnologii v mašinostroenii/Vìsnik Nacìonalʹnogo tehnìčnogo unìversitetu HPÌ. Serìâ: Tehnologìï v mašinobuduvannì",OpenAlex,1,1,0,1
openalex_only,Veterinary Medicine and Science,OpenAlex,1,1,0,1
openalex_only,Virtual Worlds,OpenAlex,1,1,0,1
openalex_only,VITRUVIO - International Journal of Architectural Technology and Sustainability,OpenAlex,1,1,0,1
openalex_only,Washington State University Dissertation,OpenAlex,1,1,1,0
openalex_only,West Science Interdisciplinary Studies,OpenAlex,1,1,0,1
openalex_only,West Science Social and Humanities Studies,OpenAlex,1,1,0,1
openalex_only,"White Rose Research Online (University of Leeds, The University of Sheffield, University of York)",OpenAlex,1,1,0,1
openalex_only,World Journal of Advanced Engineering Technology and Sciences,OpenAlex,1,1,0,1
openalex_only,Zaguan (Universidad de Zaragoza),OpenAlex,1,1,1,0
openalex_only,Zhongguo kexue. Wulixue Lixue Tianwenxue,OpenAlex,1,1,0,1
openalex_only,Вісник Херсонського національного технічного університету,OpenAlex,1,1,0,1
openalex_only,Перспективні технології та прилади,OpenAlex,1,1,0,1
openalex_only,Таврійський науковий вісник Серія Технічні науки,OpenAlex,1,1,0,1
