classification,source_union,dedupe_key,record_count,curated_records,archive_records,title,year,venue,doi,url,archive_reasons
crossref_only,Crossref,doi:10.1016/j.ijfatigue.2025.108819,1,0,1,Fatigue crack propagation in functionally graded bi-material steel obtained through wire-arc additive manufacturing,2025,International Journal of Fatigue,10.1016/j.ijfatigue.2025.108819,https://doi.org/10.1016/j.ijfatigue.2025.108819,low_relevance:1
crossref_only,Crossref,doi:10.25236/ijfet.2025.070213,1,0,1,Research progress and prospect of additive manufacturing technology for the preparation of functionally graded materials,2025,International Journal of Frontiers in Engineering Technology,10.25236/ijfet.2025.070213,https://doi.org/10.25236/ijfet.2025.070213,low_relevance:1
crossref_only,Crossref,doi:10.24867/ijiem-401,1,0,1,Digital Twin-Enabled Thermal Energy Management System for Sustainable Manufacturing Process Optimization,2026,International Journal of Industrial Engineering and Management,10.24867/ijiem-401,https://doi.org/10.24867/ijiem-401,low_relevance:1
crossref_only,Crossref,doi:10.35631/ijirev.619002,1,1,0,PHOTOPOLYMERIZATION ADDITIVE MANUFACTURING FOR MICROMOLD APPLICATION: A SYSTEMATIC REVIEW,2024,International Journal of Innovation and Industrial Revolution,10.35631/ijirev.619002,https://doi.org/10.35631/ijirev.619002,
crossref_only,Crossref,doi:10.1016/j.ijlmm.2024.06.004,1,0,1,Exploring the integration of digital twin and additive manufacturing technologies,2024,International Journal of Lightweight Materials and Manufacture,10.1016/j.ijlmm.2024.06.004,https://doi.org/10.1016/j.ijlmm.2024.06.004,low_relevance:1
crossref_only,Crossref,doi:10.1007/s12289-024-01811-5,1,0,1,Multiscale numerical modeling of large-format additive manufacturing processes using carbon fiber reinforced polymer for digital twin applications,2024,International Journal of Material Forming,10.1007/s12289-024-01811-5,https://doi.org/10.1007/s12289-024-01811-5,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.ijmecsci.2023.108734,1,0,1,Inverse design of multi-material gyroid structures made by additive manufacturing,2024,International Journal of Mechanical Sciences,10.1016/j.ijmecsci.2023.108734,https://doi.org/10.1016/j.ijmecsci.2023.108734,low_relevance:1
crossref_only,Crossref,doi:10.7763/ijmo.2025.v15.871,1,0,1,Optimization of the Production Process through Digital Twin Simulation,2025,International Journal of Modeling and Optimization,10.7763/ijmo.2025.v15.871,https://doi.org/10.7763/ijmo.2025.v15.871,low_relevance:1
crossref_only,Crossref,doi:10.11594/ijmaber.05.03.13,1,0,1,"After 3D Printing, What's Next: Discovering Scientific Trends of 4D Printing",2024,International Journal of Multidisciplinary: Applied Business and Education Research,10.11594/ijmaber.05.03.13,https://doi.org/10.11594/ijmaber.05.03.13,low_relevance:1
crossref_only,Crossref,doi:10.1007/s40684-025-00803-3,1,0,1,"Correction: Functionally Graded Metallic Materials Via Additive Manufacturing: Research Progress on Processing, Challenges, and Applications",2026,International Journal of Precision Engineering and Manufacturing-Green Technology,10.1007/s40684-025-00803-3,https://doi.org/10.1007/s40684-025-00803-3,low_relevance:1
crossref_only,Crossref,doi:10.1007/s40684-025-00766-5,1,0,1,"Functionally Graded Metallic Materials Via Additive Manufacturing: Research Progress on Processing, Challenges, and Applications",2026,International Journal of Precision Engineering and Manufacturing-Green Technology,10.1007/s40684-025-00766-5,https://doi.org/10.1007/s40684-025-00766-5,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.ijpvp.2026.105845,1,0,1,Microstructure and corrosion of SS316L–IN718 functionally graded structure deposited using twin-wire gas tungsten arc-based wire and arc additive manufacturing,2026,International Journal of Pressure Vessels and Piping,10.1016/j.ijpvp.2026.105845,https://doi.org/10.1016/j.ijpvp.2026.105845,low_relevance:1
crossref_only,Crossref,doi:10.35940/ijrte.b8113.13020724,1,0,1,"Digital Twin: Applications, Implementation and ROI In Printing Industry",2024,International Journal of Recent Technology and Engineering (IJRTE),10.35940/ijrte.b8113.13020724,https://doi.org/10.35940/ijrte.b8113.13020724,low_relevance:1
crossref_only,Crossref,doi:10.55041/ijsrem51767,1,0,1,Digital Twin Technology for Predictive Maintenance in Manufacturing: A Smart Industry 4.0 Approach,2025,INTERNATIONAL JOURNAL OF SCIENTIFIC RESEARCH IN ENGINEERING AND MANAGEMENT,10.55041/ijsrem51767,https://doi.org/10.55041/ijsrem51767,low_relevance:1
crossref_only,Crossref,doi:10.56830/ijsie202602,1,0,1,Smart Manufacturing and the Operator’s Digital Double: Modeling Cognitive Load Through a Psychosocial Digital Twin,2026,International Journal of Sustainability and Innovation in Engineering,10.56830/ijsie202602,https://doi.org/10.56830/ijsie202602,low_relevance:1
crossref_only,Crossref,doi:10.1007/s12008-026-02532-6,1,0,1,AI-optimized design of hybrid functionally graded metal matrix composites for additive manufacturing and multifunctional engineering applications,2026,International Journal on Interactive Design and Manufacturing (IJIDeM),10.1007/s12008-026-02532-6,https://doi.org/10.1007/s12008-026-02532-6,low_relevance:1
crossref_only,Crossref,doi:10.1177/09506608251354889,1,0,1,High performance realization of functionally graded materials based on integrated optimal design and additive manufacturing: A review,2025,International Materials Reviews,10.1177/09506608251354889,https://doi.org/10.1177/09506608251354889,low_relevance:1
crossref_only,Crossref,doi:10.3390/proceedings2026136011,1,1,0,Additive Manufacturing of Wood-Based Polymer Composites Fabricated Using Vat Photopolymerization for Design Applications,2025,IOCPS 2025,10.3390/proceedings2026136011,https://doi.org/10.3390/proceedings2026136011,
crossref_only,Crossref,doi:10.60078/2992-877x-2025-vol3-iss12-pp170-178,1,0,1,ENERGETIKA SOHASIDA RAQAMLI IQTISODIYOTNING SHAKLLANISHI: SMART GRID VA  DIGITAL TWIN TEXNOLOGIYALARI ASOSIDA TAHLIL,2025,Iqtisodiy taraqqiyot va tahlil,10.60078/2992-877x-2025-vol3-iss12-pp170-178,https://doi.org/10.60078/2992-877x-2025-vol3-iss12-pp170-178,low_relevance:1
crossref_only,Crossref,doi:10.66865/bdb53m45,1,0,1,"Digital Twin in Smart Manufacturing: A Systematic Literature Review on Predictive Decision-Making, Industrial Sustainability, and Process Optimization",2026,JADI (Jurnal Teknik Industri),10.66865/bdb53m45,https://doi.org/10.66865/bdb53m45,low_relevance:1
crossref_only,Crossref,doi:10.1007/s42791-024-00090-0,1,1,0,Continuous liquid interface production (CLIP): a new paradigm in photopolymerization-based additive manufacturing,2024,JMST Advances,10.1007/s42791-024-00090-0,https://doi.org/10.1007/s42791-024-00090-0,
crossref_only,Crossref,doi:10.1007/s42791-024-00089-7,1,1,0,Three-dimensional photopolymerization additive manufacturing technology based on two-photon polymerization,2024,JMST Advances,10.1007/s42791-024-00089-7,https://doi.org/10.1007/s42791-024-00089-7,
crossref_only,Crossref,doi:10.26599/jac.2025.9221140,1,0,1,Flashing digital light processing based functionally graded additive manufacturing of zirconia dental crowns with simultaneous color and translucency gradation,2025,Journal of Advanced Ceramics,10.26599/jac.2025.9221140,https://doi.org/10.26599/jac.2025.9221140,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jajp.2023.100174,1,0,1,Experimental evaluation of T-peel strength on functionally graded Al5083 and HDPE tri-laminated composites fabricated by colding-assisted friction stir additive manufacturing,2024,Journal of Advanced Joining Processes,10.1016/j.jajp.2023.100174,https://doi.org/10.1016/j.jajp.2023.100174,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jajp.2024.100194,1,0,1,Wire arc additive manufacturing of functionally graded carbon steel - stainless steel 316L - Inconel 625: Microstructural characterization and mechanical behavior,2024,Journal of Advanced Joining Processes,10.1016/j.jajp.2024.100194,https://doi.org/10.1016/j.jajp.2024.100194,low_relevance:1
crossref_only,Crossref,doi:10.1142/s0219686725500015,1,0,1,Hybrid Physical-Virtual Digital Twin System for Additive Manufacturing,2025,Journal of Advanced Manufacturing Systems,10.1142/s0219686725500015,https://doi.org/10.1142/s0219686725500015,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jallcom.2024.175725,1,0,1,Metallurgical and mechanical properties of trimetallic functionally graded material fabricated by wire arc additive manufacturing,2024,Journal of Alloys and Compounds,10.1016/j.jallcom.2024.175725,https://doi.org/10.1016/j.jallcom.2024.175725,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jallcom.2024.176971,1,0,1,Tailoring the coefficient of thermal expansion in a functionally graded material: Al alloyed with Ti-6Al-4V using additive manufacturing,2024,Journal of Alloys and Compounds,10.1016/j.jallcom.2024.176971,https://doi.org/10.1016/j.jallcom.2024.176971,low_relevance:1
crossref_only,Crossref,doi:10.4236/jamp.2025.1312245,1,0,1,Research on Biomimetic Additive Manufacturing Technology Based on Digital Twin,2025,Journal of Applied Mathematics and Physics,10.4236/jamp.2025.1312245,https://doi.org/10.4236/jamp.2025.1312245,low_relevance:1
crossref_only,Crossref,doi:10.47363/jaicc/icmlaids2026/2026(5)20,1,0,1,Agentic AI for Advanced Manufacturing: Autonomous Robotic Planning and 3D Simulation for Next-Generation Production Systems,2026,Journal of Artificial Intelligence &amp; Cloud Computing,10.47363/jaicc/icmlaids2026/2026(5)20,https://doi.org/10.47363/jaicc/icmlaids2026/2026%285%2920,low_relevance:1
crossref_only,Crossref,doi:10.3390/jcs9110588,1,0,1,Multi-Material Fused Filament Fabrication of TPU Composite Honeycombs Featuring Out-of-Plane Gradient Stiffness,2025,Journal of Composites Science,10.3390/jcs9110588,https://doi.org/10.3390/jcs9110588,low_relevance:1
crossref_only,Crossref,doi:10.3390/jcs9100534,1,0,1,Wire-Based Additive Manufacturing of Multi-Material Structures: A Review,2025,Journal of Composites Science,10.3390/jcs9100534,https://doi.org/10.3390/jcs9100534,low_relevance:1
crossref_only,Crossref,doi:10.54097/40ftw337,1,0,1,Multi-Material 3D Printing and Computational Design in Pharmaceutical Tablet Manufacturing,2024,Journal of Computer Science and Artificial Intelligence,10.54097/40ftw337,https://doi.org/10.54097/40ftw337,low_relevance:1
crossref_only,Crossref,doi:10.1115/1.4069213,1,0,1,Time-Optimal Trajectory Planning for Task-Space Path Tracking With Velocity Uniformity in Digital Light Processing Multi-Material Printing,2025,Journal of Computing and Information Science in Engineering,10.1115/1.4069213,https://doi.org/10.1115/1.4069213,low_relevance:1
crossref_only,Crossref,doi:10.62915/2472-2707.1201,1,1,0,Digital Twin and Cybersecurity in Additive Manufacturing,2024,"Journal of Cybersecurity Education, Research and Practice",10.62915/2472-2707.1201,https://doi.org/10.62915/2472-2707.1201,
crossref_only,Crossref,doi:10.1080/09544828.2025.2508121,1,0,1,Design of a variable stiffness soft gripper for flexible manufacturing with reinforced structure by multi-material 3D printing,2025,Journal of Engineering Design,10.1080/09544828.2025.2508121,https://doi.org/10.1080/09544828.2025.2508121,low_relevance:1
crossref_only,Crossref,doi:10.1080/09544828.2025.2552096,1,0,1,Engineering design perspectives on additive manufacturing path planning: from geometric principles to function-driven optimisation,2026,Journal of Engineering Design,10.1080/09544828.2025.2552096,https://doi.org/10.1080/09544828.2025.2552096,low_relevance:1
crossref_only,Crossref,doi:10.3390/jfb16060207,1,1,0,A 3D-Printed Anatomical Pancreas Model for Robotic-Assisted Minimally Invasive Surgery,2025,Journal of Functional Biomaterials,10.3390/jfb16060207,https://doi.org/10.3390/jfb16060207,
crossref_only,Crossref,doi:10.63630/jfdo.13.1,1,0,1,Robust-Fuzzy Optimization Model for Personalized Digital Advertising with a Digital Twin and Cognitive Intelligence Approach,2025,Journal of Future Digital Optimization,10.63630/jfdo.13.1,https://doi.org/10.63630/jfdo.13.1,low_relevance:1
crossref_only,Crossref,doi:10.1093/jhps/hnaf069.213,1,0,1,EP79 Multi-Material 3D-Printed Hip Joint Model With Labral Seal for Surgical Planning,2025,Journal of Hip Preservation Surgery,10.1093/jhps/hnaf069.213,https://doi.org/10.1093/jhps/hnaf069.213,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jii.2024.100563,1,0,1,Online distortion simulation using generative machine learning models: A step toward digital twin of metallic additive manufacturing,2024,Journal of Industrial Information Integration,10.1016/j.jii.2024.100563,https://doi.org/10.1016/j.jii.2024.100563,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-024-02389-0,1,0,1, A cyber-physical production system for autonomous part quality control in polymer additive manufacturing material extrusion process,2024,Journal of Intelligent Manufacturing,10.1007/s10845-024-02389-0,https://doi.org/10.1007/s10845-024-02389-0,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-025-02689-z,1,0,1,A digital twin-based neutrosophic multi-objective optimization model for smart supply chains in the food industry,2025,Journal of Intelligent Manufacturing,10.1007/s10845-025-02689-z,https://doi.org/10.1007/s10845-025-02689-z,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-025-02591-8,1,0,1,Agentic manufacturing system = digital twin + manufacturing,2025,Journal of Intelligent Manufacturing,10.1007/s10845-025-02591-8,https://doi.org/10.1007/s10845-025-02591-8,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-024-02501-4,1,1,0,Deep convolutional neural network object net model based cognitive digital twin for trust in human–robot collaborative manufacturing,2025,Journal of Intelligent Manufacturing,10.1007/s10845-024-02501-4,https://doi.org/10.1007/s10845-024-02501-4,
crossref_only,Crossref,doi:10.1007/s10845-024-02366-7,1,0,1,Digital twin-driven smelting process management method for converter steelmaking,2025,Journal of Intelligent Manufacturing,10.1007/s10845-024-02366-7,https://doi.org/10.1007/s10845-024-02366-7,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-025-02728-9,1,1,0,Digital twin-enabled real-time control for robot arm-based manufacturing via reinforcement learning,2025,Journal of Intelligent Manufacturing,10.1007/s10845-025-02728-9,https://doi.org/10.1007/s10845-025-02728-9,
crossref_only,Crossref,doi:10.1007/s10845-024-02353-y,1,0,1,In-process surface quality monitoring of the slender workpiece machining with digital twin approach,2025,Journal of Intelligent Manufacturing,10.1007/s10845-024-02353-y,https://doi.org/10.1007/s10845-024-02353-y,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-024-02340-3,1,0,1,"Intelligent factory layout design framework through collaboration between optimization, simulation, and digital twin",2025,Journal of Intelligent Manufacturing,10.1007/s10845-024-02340-3,https://doi.org/10.1007/s10845-024-02340-3,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-023-02229-7,1,1,0,Multi-agent cooperative swarm learning for dynamic layout optimisation of reconfigurable robotic assembly cells based on digital twin,2025,Journal of Intelligent Manufacturing,10.1007/s10845-023-02229-7,https://doi.org/10.1007/s10845-023-02229-7,
crossref_only,Crossref,doi:10.1007/s10845-025-02578-5,1,1,0,A planning and execution framework for robotic assembly with deformable objects using a centralized database based on the Rαβγ categorization,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02578-5,https://doi.org/10.1007/s10845-025-02578-5,
crossref_only,Crossref,doi:10.1007/s10845-025-02642-0,1,1,0,Artificial intelligence augmented digital twin for improving the machinability in a robotic carbon fiber reinforced plastics machining process,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02642-0,https://doi.org/10.1007/s10845-025-02642-0,
crossref_only,Crossref,doi:10.1007/s10845-025-02787-y,1,0,1,Hybrid genetic algorithm and digital twin for OEE optimization for industrial robots,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02787-y,https://doi.org/10.1007/s10845-025-02787-y,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-025-02626-0,1,0,1,Integrating digital twin models into continuous carbon fiber-reinforced nylon additive manufacturing for process parameters verification and anomaly detection,2026,Journal of Intelligent Manufacturing,10.1007/s10845-025-02626-0,https://doi.org/10.1007/s10845-025-02626-0,low_relevance:1
crossref_only,Crossref,doi:10.1007/s10845-026-02879-3,1,1,0,Quasi-real-time digital twin for robotic assembly: a physics-based multi-fidelity framework,2026,Journal of Intelligent Manufacturing,10.1007/s10845-026-02879-3,https://doi.org/10.1007/s10845-026-02879-3,
crossref_only,Crossref,doi:10.1108/jimse-10-2023-0008,1,0,1,Process-based modeling of energy consumption for multi-material FDM 3D printing,2024,Journal of Intelligent Manufacturing and Special Equipment,10.1108/jimse-10-2023-0008,https://doi.org/10.1108/jimse-10-2023-0008,low_relevance:1
crossref_only,Crossref,doi:10.1177/1045389x251332442,1,1,0,Multimaterial additive manufacturing through grayscale digital light processing 3D printing,2025,Journal of Intelligent Material Systems and Structures,10.1177/1045389x251332442,https://doi.org/10.1177/1045389x251332442,
crossref_only,Crossref,doi:10.3390/jmmp8050214,1,0,1,Development and Application of Digital Twin Control in Flexible Manufacturing Systems,2024,Journal of Manufacturing and Materials Processing,10.3390/jmmp8050214,https://doi.org/10.3390/jmmp8050214,low_relevance:1
crossref_only,Crossref,doi:10.3390/jmmp8030102,1,0,1,Digital Twin Modeling for Smart Injection Molding,2024,Journal of Manufacturing and Materials Processing,10.3390/jmmp8030102,https://doi.org/10.3390/jmmp8030102,low_relevance:1
crossref_only,Crossref,doi:10.3390/jmmp9120400,1,0,1,A Bidirectional Digital Twin System for Adaptive Manufacturing,2025,Journal of Manufacturing and Materials Processing,10.3390/jmmp9120400,https://doi.org/10.3390/jmmp9120400,low_relevance:1
crossref_only,Crossref,doi:10.3390/jmmp9090312,1,0,1,Computational Design and Additive Manufacturing of 3D-Printed Prosthetics for Enhanced Mobility and Performance,2025,Journal of Manufacturing and Materials Processing,10.3390/jmmp9090312,https://doi.org/10.3390/jmmp9090312,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2024.09.022,1,0,1,Digital twin for weld pool evolution by data-physics integrated driving,2024,Journal of Manufacturing Processes,10.1016/j.jmapro.2024.09.022,https://doi.org/10.1016/j.jmapro.2024.09.022,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2024.01.068,1,0,1,Digital twin-driven life health monitoring for motorized spindle,2024,Journal of Manufacturing Processes,10.1016/j.jmapro.2024.01.068,https://doi.org/10.1016/j.jmapro.2024.01.068,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2023.12.011,1,0,1,Spherical path planning for multi axis support free additive manufacturing of truss structures,2024,Journal of Manufacturing Processes,10.1016/j.jmapro.2023.12.011,https://doi.org/10.1016/j.jmapro.2023.12.011,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2024.03.001,1,1,0,Wire arc additive manufacturing: A review on digital twinning and visualization process,2024,Journal of Manufacturing Processes,10.1016/j.jmapro.2024.03.001,https://doi.org/10.1016/j.jmapro.2024.03.001,
crossref_only,Crossref,doi:10.1016/j.jmapro.2025.09.072,1,0,1,Curved layering and path planning of continuous fiber composites based on multi-direction slicing for robotic additive manufacturing,2025,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.09.072,https://doi.org/10.1016/j.jmapro.2025.09.072,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2025.09.016,1,0,1,Sequential pool-based batch-mode active learning based on weighted uncertainty difference sampling for automated warping detection in additive manufacturing,2025,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.09.016,https://doi.org/10.1016/j.jmapro.2025.09.016,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2025.03.061,1,0,1,Strengthening mechanical performance with machine learning-assisted toolpath planning for additive manufacturing of continuous fiber reinforced polymer composites,2025,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.03.061,https://doi.org/10.1016/j.jmapro.2025.03.061,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2026.04.013,1,0,1,A comprehensive overview of metallic multi-material additive manufacturing using laser-based and Electron-based methods,2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2026.04.013,https://doi.org/10.1016/j.jmapro.2026.04.013,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2025.12.021,1,0,1,Autonomous parameter exploration in thermoplastic material-extrusion additive manufacturing using Bayesian optimization with intermediate features,2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2025.12.021,https://doi.org/10.1016/j.jmapro.2025.12.021,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2026.04.051,1,0,1,Digital twin-driven dimensional prediction and quality monitoring system for aluminum alloy die forging process,2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2026.04.051,https://doi.org/10.1016/j.jmapro.2026.04.051,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2026.04.001,1,0,1,Functionally graded additive manufacturing of copper/aluminum wick structures by hot-pressing for enhanced thermal performance,2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2026.04.001,https://doi.org/10.1016/j.jmapro.2026.04.001,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmapro.2026.03.053,1,0,1,Gravity-aware path planning for robotic wire arc additive manufacturing on complex surfaces based on vector field topology,2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2026.03.053,https://doi.org/10.1016/j.jmapro.2026.03.053,low_relevance:1
crossref_only,Crossref,doi:10.1115/1.4066125,1,1,0,"Additive Manufacturing of Tough Silicone Via Large-Scale, High-Viscosity Vat Photopolymerization",2024,Journal of Manufacturing Science and Engineering,10.1115/1.4066125,https://doi.org/10.1115/1.4066125,
crossref_only,Crossref,doi:10.1115/1.4067616,1,0,1,Adaptive Robot Motion Planning for Smart Manufacturing Based on Digital Twin and Bayesian Optimization-Enhanced Reinforcement Learning,2025,Journal of Manufacturing Science and Engineering,10.1115/1.4067616,https://doi.org/10.1115/1.4067616,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.10.016,1,1,0,A digital twin framework for anomaly detection in industrial robot system based on multiple physics-informed hybrid convolutional autoencoder,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.10.016,https://doi.org/10.1016/j.jmsy.2024.10.016,
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.09.007,1,0,1,A general mathematic model framework for assembly process driven digital twin of assembly precision,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.09.007,https://doi.org/10.1016/j.jmsy.2024.09.007,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.09.006,1,1,0,Blockchain-based cloud-edge collaborative data management for human-robot collaboration digital twin system,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.09.006,https://doi.org/10.1016/j.jmsy.2024.09.006,
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.08.004,1,0,1,Digital twin and blockchain-enabled trusted optimal-state synchronized control approach for distributed smart manufacturing system in social manufacturing,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.08.004,https://doi.org/10.1016/j.jmsy.2024.08.004,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.05.012,1,0,1,Extending the Digital Twin Ecosystem: A real-time Digital Twin of a LinuxCNC-controlled subtractive manufacturing machine,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.05.012,https://doi.org/10.1016/j.jmsy.2024.05.012,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.04.015,1,1,0,Service oriented digital twin for additive manufacturing process,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.04.015,https://doi.org/10.1016/j.jmsy.2024.04.015,
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.10.024,1,1,0,Simulation-based Digital Twin for enhancing human-robot collaboration in assembly systems,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.10.024,https://doi.org/10.1016/j.jmsy.2024.10.024,
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.04.023,1,1,0,Towards a digital twin framework in additive manufacturing: Machine learning and bayesian optimization for time series process optimization,2024,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.04.023,https://doi.org/10.1016/j.jmsy.2024.04.023,
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.02.014,1,1,0,A dynamic task allocation framework for human-robot collaborative assembly based on digital twin and IGA-TS,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.02.014,https://doi.org/10.1016/j.jmsy.2025.02.014,
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.09.013,1,1,0,A unified V-shaped digital twin modeling paradigm of aircraft assembly systems for improving modeling accuracy and assembly quality,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.09.013,https://doi.org/10.1016/j.jmsy.2025.09.013,
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.12.009,1,0,1,An intelligent monitoring system for robotic milling process based on transfer learning and digital twin,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.12.009,https://doi.org/10.1016/j.jmsy.2024.12.009,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.08.009,1,0,1,Cerebrum twin: A 6D semantic digital twin of multi-lobe digital brain functions for human-centric Industry 5.0,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.08.009,https://doi.org/10.1016/j.jmsy.2025.08.009,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.01.005,1,1,0,Digital twin technology in modern machining: A comprehensive review of research on machining errors,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.01.005,https://doi.org/10.1016/j.jmsy.2025.01.005,
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.09.001,1,1,0,Digital twin-based framework for an efficient execution of CPPS reconfiguration through human–robot collaboration,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.09.001,https://doi.org/10.1016/j.jmsy.2025.09.001,
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.09.009,1,0,1,Digital twin-driven staged error prediction and compensation framework for the whole process of robotic machining,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.09.009,https://doi.org/10.1016/j.jmsy.2025.09.009,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.03.022,1,0,1,IIoT-enabled digital twin for legacy and smart factory machines with LLM integration,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.03.022,https://doi.org/10.1016/j.jmsy.2025.03.022,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2024.12.016,1,0,1,Intelligent path planning algorithm system for printed display manufacturing using graph convolutional neural network and reinforcement learning,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2024.12.016,https://doi.org/10.1016/j.jmsy.2024.12.016,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.07.004,1,0,1,Mixed-model product disassembly sequence optimization based on cognitive digital twin,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.07.004,https://doi.org/10.1016/j.jmsy.2025.07.004,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.07.018,1,0,1,Multi-fidelity digital twin based optimization for aircraft overhaul shop scheduling,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.07.018,https://doi.org/10.1016/j.jmsy.2025.07.018,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.03.009,1,0,1,Real-time decision-making for Digital Twin in additive manufacturing with Model Predictive Control using time-series deep neural networks,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.03.009,https://doi.org/10.1016/j.jmsy.2025.03.009,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2025.07.015,1,0,1,RMDTs: Process-oriented function-triggered robotic milling digital twin system for service-expansion,2025,Journal of Manufacturing Systems,10.1016/j.jmsy.2025.07.015,https://doi.org/10.1016/j.jmsy.2025.07.015,low_relevance:1
crossref_only,Crossref,doi:10.1016/j.jmsy.2026.01.012,1,1,0,Automated extraction of comprehensive digital twin models for smart manufacturing systems,2026,Journal of Manufacturing Systems,10.1016/j.jmsy.2026.01.012,https://doi.org/10.1016/j.jmsy.2026.01.012,
crossref_only,Crossref,doi:10.1016/j.jmsy.2026.02.012,1,0,1,Corrigendum to “Automated extraction of comprehensive digital twin models for smart manufacturing systems” [J. Manuf. Syst. 85 (2026) 287–306],2026,Journal of Manufacturing Systems,10.1016/j.jmsy.2026.02.012,https://doi.org/10.1016/j.jmsy.2026.02.012,low_relevance:1
