id,title,authors,year,venue,doi,url,source,metadata_source,crossref_type,crossref_collection_route,crossref_target_venue,crossref_target_issn,issn,issn_l,publisher,publication_type,venue_trust,venue_trust_reason,corresponding_authors,corresponding_author_available,corresponding_author_source,openalex_checked,openalex_used_for,openalex_crosscheck_work_id,is_core_venue,core_status,venue_scope,core_source,categories,tags,relevance_score,summary_provider,openai_summary_applied,abstract_used_for_summary,raw_abstract_displayed,pdf_stored,first_added,last_updated
10.1002/adfm.202516315,Golden-Ratio-Guided Aperiodic Architected Metamaterials with Simultaneously Enhanced Strength and Toughness,"[""Junjie Deng"", ""Xinxin Wang"", ""Ruochao Zhao"", ""Zhendong Li"", ""Kai Liu"", ""Ke Yuan"", ""Jia An"", ""Xinwei Li"", ""Chee Kai Chua"", ""Zhonggang Wang""]",2026,Advanced Functional Materials,10.1002/adfm.202516315,https://doi.org/10.1002/adfm.202516315,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Xinxin Wang"", ""openalex_author_id"": ""https://openalex.org/A5100406850"", ""orcid"": ""https://orcid.org/0000-0003-3564-6816"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Traffic &amp; Transportation Engineering Central South University  Changsha Hunan 410075 China""]}, {""name"": ""Xinwei Li"", ""openalex_author_id"": ""https://openalex.org/A5100461506"", ""orcid"": ""https://orcid.org/0000-0002-1702-8670"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Newcastle University"", ""ror"": ""https://ror.org/01kj2bm70"", ""country_code"": ""GB"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Newcastle University in Singapore Faculty of Science Agriculture and Engineering Newcastle University  Newcastle upon Tyne NE1 7RU UK""]}, {""name"": ""Zhonggang Wang"", ""openalex_author_id"": ""https://openalex.org/A5063334390"", ""orcid"": ""https://orcid.org/0000-0003-1265-2762"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Central South University"", ""ror"": ""https://ror.org/00f1zfq44"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Traffic &amp; Transportation Engineering Central South University  Changsha Hunan 410075 China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4416536170,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Metamaterials""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1016/j.matdes.2026.115639,Geometry effect on titania nanoparticle distribution and its impact on the photocatalytic properties of vat photopolymerization 3D-printed acrylic resin-based nanocomposites,"[""Libera Vitiello"", ""Giuseppe Proietto Salanitri"", ""Paolo Maria Riccobene"", ""Maria Grazia Pia Musumeci"", ""Roberto Fiorenza"", ""Sabrina Carola Carroccio""]",2026,Materials & Design,10.1016/j.matdes.2026.115639,https://doi.org/10.1016/j.matdes.2026.115639,"[""Crossref""]",crossref,journal-article,issn_venue_query,Materials & Design,0264-1275,"[""0264-1275""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Libera Vitiello"", ""openalex_author_id"": ""https://openalex.org/A5014560538"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Institute of Polymers, Composites and Biomaterials"", ""ror"": ""https://ror.org/05nr7xa08"", ""country_code"": ""IT"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""CNR-IPCB Institute for Polymers, Composites and Biomaterials CNR-IPCB, Via Paolo Gaifami 18, Catania 95126, Italy""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7128589495,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Material Distribution Optimization"", ""Multi-material AM""]","[""photocatalysis"", ""3D printing"", ""titania nanoparticles"", ""geometric design"", ""nanocomposites""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.3390/textiles6010010,Fundamentals and Uses of 4D Printing on Textiles,"[""Edgar Adrián Franco Urquiza"", ""Fabian Luna Cabrera""]",2026,Textiles,10.3390/textiles6010010,https://doi.org/10.3390/textiles6010010,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2673-7248""]",,MDPI AG,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Edgar Adrián Franco Urquiza"", ""openalex_author_id"": ""https://openalex.org/A5122374433"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Instituto Tecnológico de Querétaro"", ""ror"": ""https://ror.org/00ca9p538"", ""country_code"": ""MX"", ""type"": ""education""}, {""name"": ""Tecnológico de Monterrey"", ""ror"": ""https://ror.org/03ayjn504"", ""country_code"": ""MX"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Institute of Advanced Materials for Sustainable Manufacturing, Department of Mechanical Engineering, Tecnológico de Monterrey, Querétaro 76130, Mexico""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7119472244,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""4D printing"", ""Smart Textiles"", ""Additive Manufacturing"", ""Innovative Materials""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1108/4dp-12-2025-0024,Four-dimensional shape transformation of millet-based food construct,"[""Sanket Balasaheb Kokane"", ""S. Thangalakshmi"", ""Vinkel Kumar Arora""]",2026,4D Printing,10.1108/4dp-12-2025-0024,https://doi.org/10.1108/4dp-12-2025-0024,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""3049-9569""]",,Emerald,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W7152738822,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""4D printing"", ""Food Technology"", ""Millet-based Products"", ""Shape Transformation""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1016/j.susmat.2026.e02022,"Four-Dimensional (4D) printing for dynamic biomedicine: Chemical design principles, shape-morphing mechanisms, and translational opportunities","[""Kartik Mittal"", ""Devika Tripathi"", ""P.S. Rajinikanth"", ""Prashant Pandey""]",2026,Sustainable Materials and Technologies,10.1016/j.susmat.2026.e02022,https://doi.org/10.1016/j.susmat.2026.e02022,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2214-9937""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""P.S. Rajinikanth"", ""openalex_author_id"": ""https://openalex.org/A5135187869"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Babasaheb Bhimrao Ambedkar University"", ""ror"": ""https://ror.org/04x7ccp17"", ""country_code"": ""IN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Pharmaceutical Sciences, Babasaheb Bhimrao Ambedkar University, Lucknow, Uttar Pradesh 226025, India""]}, {""name"": ""Prashant Pandey"", ""openalex_author_id"": ""https://openalex.org/A5126565393"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Babasaheb Bhimrao Ambedkar University"", ""ror"": ""https://ror.org/04x7ccp17"", ""country_code"": ""IN"", ""type"": ""education""}, {""name"": ""University of Alberta"", ""ror"": ""https://ror.org/0160cpw27"", ""country_code"": ""CA"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Pharmaceutical Sciences, Babasaheb Bhimrao Ambedkar University, Lucknow, Uttar Pradesh 226025, India"", ""Faculty of Pharmacy and Pharmaceutical Sciences, University of Alberta, Edmonton, Alberta T6G 2E1, Canada""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7160092562,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""4D printing"", ""biomedicine"", ""shape morphing"", ""chemical design"", ""translational opportunities""]",5,openai,True,False,False,False,2026-06-12,2026-06-28
10.1016/j.jmapro.2026.01.043,Enhancing the specific cooling capacity of porous elastocaloric NiTi refrigerants via laser 4D printing,"[""Jianbin Zhan"", ""Ruijing Ma"", ""Haodong Wang"", ""Ke Zhu"", ""Shengqian Wang"", ""Liang Zhu"", ""Xuan Liang"", ""Shiyue Guo"", ""Huajun Cao"", ""Kun Li""]",2026,Journal of Manufacturing Processes,10.1016/j.jmapro.2026.01.043,https://doi.org/10.1016/j.jmapro.2026.01.043,"[""Crossref""]",crossref,journal-article,issn_venue_query,Journal of Manufacturing Processes,1526-6125,"[""1526-6125""]",,Elsevier BV,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Kun Li"", ""openalex_author_id"": ""https://openalex.org/A5123337717"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Chongqing University"", ""ror"": ""https://ror.org/023rhb549"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Chongqing Key Laboratory of High-performance Structural Additive Manufacturing, Chongqing, 400044, China"", ""Institute of Advanced Interdisciplinary Studies, Chongqing University, Chongqing, 400044, China"", ""State Key Laboratory of Mechanical Transmission for Advanced Equipment, College of Mechanical and Vehicle Engineering, Chongqing University, Chongqing, 400044, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7124726954,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""4D printing""]",5,fallback,False,False,False,False,2026-06-24,2026-06-28
10.1038/s41467-026-73456-8,Enhanced volumetric additive manufacturing via Reversible Addition-Fragmentation Chain Transfer (RAFT) polymerization,"[""Eduards Krumins"", ""Yaxuan Sun"", ""Long Jiang"", ""Vincenzo Taresco"", ""Daniel J. Keddie"", ""Ricky D. Wildman"", ""Hayden Taylor"", ""Derek J. Irvine""]",2026,Nature Communications,10.1038/s41467-026-73456-8,https://doi.org/10.1038/s41467-026-73456-8,"[""Crossref""]",crossref,journal-article,issn_venue_query,Nature Communications,2041-1723,"[""2041-1723""]",,Springer Science and Business Media LLC,journal_article,trusted,journal article with named venue and no low-trust marker,[],False,,True,,https://openalex.org/W4412585581,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Volumetric AM"", ""Manufacturing automation""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1080/09544828.2025.2552096,Engineering design perspectives on additive manufacturing path planning: from geometric principles to function-driven optimisation,"[""Aobo Chen"", ""Lufeng Chen"", ""Yang Gao"", ""Zhichao Huang"", ""Xiangyu Wang"", ""Shuang Liu""]",2026,Journal of Engineering Design,10.1080/09544828.2025.2552096,https://doi.org/10.1080/09544828.2025.2552096,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0954-4828"", ""1466-1837""]",,Informa UK Limited,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Lufeng Chen"", ""openalex_author_id"": ""https://openalex.org/A5103092110"", ""orcid"": ""https://orcid.org/0000-0002-0854-3144"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Electronic Science and Technology of China"", ""ror"": ""https://ror.org/04qr3zq92"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""University of Electronic Science and Technology of China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4413939857,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys""]","[""Additive Manufacturing"", ""Path planning"", ""Engineering Design"", ""Optimization"", ""AI""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1021/acsami.6c07049,Energy Dissipation of 3D Printed Monodomain Liquid Crystal Elastomer Composites with Continuous Fibers,"[""Huan Jiang"", ""Alston X. Gracego"", ""Martin L. Dunn"", ""Kevin Long"", ""Kai Yu""]",2026,ACS Applied Materials & Interfaces,10.1021/acsami.6c07049,https://doi.org/10.1021/acsami.6c07049,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1944-8244"", ""1944-8252""]",,American Chemical Society (ACS),journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Kai Yu"", ""openalex_author_id"": ""https://openalex.org/A5072757068"", ""orcid"": ""https://orcid.org/0000-0001-9067-1673"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Colorado Denver"", ""ror"": ""https://ror.org/02hh7en24"", ""country_code"": ""US"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Mechanical Engineering"", ""University of Colorado Denver""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7165531696,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM""]","[""LCE""]",5,fallback,False,False,False,False,2026-06-22,2026-06-28
10.1002/adfm.202523995,Encoding Magnetic Anisotropies in Digital Light Processing 3D Printing,"[""Eléonore Aïdonidis"", ""Andrea Cosola"", ""Pierre Bourdon"", ""Hichem Dammak"", ""Marco Sangermano"", ""Frédéric Demoly"", ""Marco Faustini"", ""Amélie Pérot"", ""Didier Lairez"", ""Rakine Mouhoubi"", ""Sébastien Blanquer"", ""Giancarlo Rizza""]",2026,Advanced Functional Materials,10.1002/adfm.202523995,https://doi.org/10.1002/adfm.202523995,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Giancarlo Rizza"", ""openalex_author_id"": ""https://openalex.org/A5002347875"", ""orcid"": ""https://orcid.org/0000-0002-8770-3600"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""École Polytechnique"", ""ror"": ""https://ror.org/05hy3tk52"", ""country_code"": ""FR"", ""type"": ""education""}, {""name"": ""Commissariat à l'Énergie Atomique et aux Énergies Alternatives"", ""ror"": ""https://ror.org/00jjx8s55"", ""country_code"": ""FR"", ""type"": ""government""}], ""raw_affiliation_strings"": [""Laboratoire des Solides Irradies (LSI) CEA/DRF/IRAMIS Ecole Polytechnique Institut Polytechnique de Paris  Palaiseau 91128 France"", ""Laboratoire des Solides Irradies (LSI), CEA/DRF/IRAMIS, Ecole Polytechnique, Institut Polytechnique de Paris, Palaiseau, 91128 France""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4416594281,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""4D printing"", ""DLP""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1080/00084433.2026.2635285,Emerging trends in additive manufacturing of shape memory and stimuli-responsive materials: 3D and 4D printing technologies explored-a critical review,"[""P Roshith""]",2026,Canadian Metallurgical Quarterly,10.1080/00084433.2026.2635285,https://doi.org/10.1080/00084433.2026.2635285,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""0008-4433"", ""1879-1395""]",,Informa UK Limited,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""P Roshith"", ""openalex_author_id"": ""https://openalex.org/A5128169234"", ""orcid"": null, ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Manipal Academy of Higher Education"", ""ror"": ""https://ror.org/02xzytt36"", ""country_code"": ""IN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Manipal Academy of Higher Education (MAHE)""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7133974070,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Reviews and Surveys"", ""Multi-material AM""]","[""4D printing"", ""smart materials"", ""additive manufacturing"", ""shape memory"", ""stimuli-responsive""]",5,openai,True,True,False,False,2026-06-12,2026-06-28
10.1080/10426914.2026.2622025,Eliminating striations in volumetric additive manufacturing via low-temperature processing,"[""Ming Li"", ""Zhenyu Wang"", ""Shuai Peng"", ""Yu Liu""]",2026,Materials and Manufacturing Processes,10.1080/10426914.2026.2622025,https://doi.org/10.1080/10426914.2026.2622025,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""1042-6914"", ""1532-2475""]",,Informa UK Limited,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Zhenyu Wang"", ""openalex_author_id"": ""https://openalex.org/A5124066189"", ""orcid"": null, ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Jiangnan University"", ""ror"": ""https://ror.org/04mkzax54"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Jiangnan University""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7125952965,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""Volumetric Additive Manufacturing"", ""Low-Temperature Processing"", ""Surface Quality"", ""Dimensional Stability""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1002/aisy.202501277,Electrothermally Controlled 3D-Printed Shape Memory Polymers for Near-Ambient Temperature Soft Robotic Applications,"[""Kalyan Ghosh"", ""Thomas Sweeney"", ""Ji Zhang"", ""Shaashwat Saraff"", ""Sohini Kar‐Narayan""]",2026,Advanced Intelligent Systems,10.1002/aisy.202501277,https://doi.org/10.1002/aisy.202501277,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2640-4567"", ""2640-4567""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Kalyan Ghosh"", ""openalex_author_id"": ""https://openalex.org/A5037168515"", ""orcid"": ""https://orcid.org/0000-0001-6840-6590"", ""position"": ""first"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Cambridge"", ""ror"": ""https://ror.org/013meh722"", ""country_code"": ""GB"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Materials Science and Metallurgy University of Cambridge  Cambridge UK""]}, {""name"": ""Sohini Kar‐Narayan"", ""openalex_author_id"": ""https://openalex.org/A5126296086"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Cambridge"", ""ror"": ""https://ror.org/013meh722"", ""country_code"": ""GB"", ""type"": ""education""}, {""name"": ""Max Planck Institute for Dynamics of Complex Technical Systems"", ""ror"": ""https://ror.org/030h7k016"", ""country_code"": ""DE"", ""type"": ""facility""}], ""raw_affiliation_strings"": [""Department of Materials Science and Metallurgy University of Cambridge  Cambridge UK"", ""Materials Systems Engineering Max Planck Institute for Dynamics of Complex Technical Systems  Magdeburg Germany""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7130477406,False,non-core,non-core,schema_placeholder_crossref_rebuild,"[""Multi-material AM"", ""Functionally Graded AM""]","[""soft robotics"", ""3D printing"", ""shape memory polymers"", ""electrothermal control"", ""triboelectric sensors""]",5,openai,True,True,False,False,2026-06-19,2026-06-28
10.1002/adma.202517556,Electrothermal Lattice Metamaterials for Concurrent Electric and Thermal Fields Control of Dual-Functional Meta-Devices,"[""Jiachang Li"", ""Xianrong Cao"", ""Ziang Zhang"", ""Yinuo Zhou"", ""Yixin Liu"", ""Zhenghong Wang"", ""Yuyao Zhu"", ""Taohong Ye"", ""Hong Ye"", ""Liqun He"", ""Gang Zhao""]",2026,Advanced Materials,10.1002/adma.202517556,https://doi.org/10.1002/adma.202517556,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Materials,0935-9648,"[""0935-9648"", ""1521-4095""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Xianrong Cao"", ""openalex_author_id"": ""https://openalex.org/A5111142456"", ""orcid"": ""https://orcid.org/0009-0003-8693-0929"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Science and Technology of China"", ""ror"": ""https://ror.org/04c4dkn09"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Electronic Engineering and Information Science University of Science and Technology of China  Hefei 230026 China"", ""Department of Electronic Engineering and Information Science University of Science and Technology of China Hefei 230026 China""]}, {""name"": ""Hong Ye"", ""openalex_author_id"": ""https://openalex.org/A5048056242"", ""orcid"": ""https://orcid.org/0000-0002-1366-1858"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Science and Technology of China"", ""ror"": ""https://ror.org/04c4dkn09"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Thermal Science and Energy Engineering University of Science and Technology of China  Hefei 230027 China"", ""Department of Thermal Science and Energy Engineering University of Science and Technology of China Hefei 230027 China""]}, {""name"": ""Liqun He"", ""openalex_author_id"": ""https://openalex.org/A5101983991"", ""orcid"": ""https://orcid.org/0000-0002-5857-0490"", ""position"": ""middle"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Science and Technology of China"", ""ror"": ""https://ror.org/04c4dkn09"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Thermal Science and Energy Engineering University of Science and Technology of China  Hefei 230027 China"", ""Department of Thermal Science and Energy Engineering University of Science and Technology of China Hefei 230027 China""]}, {""name"": ""Gang Zhao"", ""openalex_author_id"": ""https://openalex.org/A5068723200"", ""orcid"": ""https://orcid.org/0000-0002-0201-1825"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""University of Science and Technology of China"", ""ror"": ""https://ror.org/04c4dkn09"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Electronic Engineering and Information Science University of Science and Technology of China  Hefei 230026 China"", ""Department of Electronic Engineering and Information Science University of Science and Technology of China Hefei 230026 China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4415785106,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Metamaterials""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1002/adfm.202520484,"Electro-Active Polymer Actuated Microfiltration Membranes: Design, Performance, and Particle Dynamics","[""Irem Gurbuz"", ""Hanieh Bazyar"", ""Andres Hunt""]",2026,Advanced Functional Materials,10.1002/adfm.202520484,https://doi.org/10.1002/adfm.202520484,"[""Crossref""]",crossref,journal-article,issn_venue_query,Advanced Functional Materials,1616-301X,"[""1616-301X"", ""1616-3028""]",,Wiley,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Andrés Hunt"", ""openalex_author_id"": ""https://openalex.org/A5013685566"", ""orcid"": ""https://orcid.org/0000-0001-5350-7719"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Delft University of Technology"", ""ror"": ""https://ror.org/02e2c7k09"", ""country_code"": ""NL"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Department of Precision and Microsystems Engineering Delft University of Technology Mekelweg 2 Delft 2628 CD The Netherlands"", ""Department of Precision and Microsystems Engineering, Delft University of Technology, Mekelweg 2, Delft, 2628 CD The Netherlands""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4416227191,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Soft robotics""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1177/23297662251390328,Effect of Localized Deformation on Compression Properties of Additively Manufactured Al-Alloy Metamaterials,"[""Maojia Ren"", ""Haidong Hu"", ""Hanwen Tan"", ""Min Zhan"", ""Chang Liu"", ""Chao He""]",2026,3D Printing and Additive Manufacturing,10.1177/23297662251390328,https://doi.org/10.1177/23297662251390328,"[""Crossref""]",crossref,journal-article,keyword_query,,,"[""2329-7662"", ""2329-7670""]",,SAGE Publications,journal_article,trusted,journal article with named venue and no low-trust marker,"[{""name"": ""Chao He"", ""openalex_author_id"": ""https://openalex.org/A5012478585"", ""orcid"": ""https://orcid.org/0000-0002-2908-0986"", ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Sichuan University"", ""ror"": ""https://ror.org/011ashp19"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""Failure Mechanics &amp; Engineering Disaster Prevention and Mitigation, Key Laboratory of Sichuan Province, Sichuan University, Chengdu, China"", ""Key Laboratory of Deep Earth Science and Engineering, Ministry of Education, College of Architecture and Environment, Sichuan University, Chengdu, China""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W4415497314,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""Metamaterials""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
10.1073/pnas.2535645123,Dynamic anticounterfeiting and tunable lasing with screen-printed cholesteric liquid crystal elastomers,"[""Guangyin Qu"", ""Lulu Guo"", ""Xiaojuan Zhang"", ""Siqi Li"", ""Yan Kuai"", ""Weiwei Fu"", ""Tianyu Yang"", ""Jialin Wen"", ""Benli Yu"", ""Zhijia Hu""]",2026,Proceedings of the National Academy of Sciences,10.1073/pnas.2535645123,https://doi.org/10.1073/pnas.2535645123,"[""Crossref""]",crossref,journal-article,issn_venue_query,Proceedings of the National Academy of Sciences,0027-8424,"[""0027-8424"", ""1091-6490""]",,National Academy of Sciences,journal_article,trusted,PNAS journal article,"[{""name"": ""Zhijia Hu"", ""openalex_author_id"": ""https://openalex.org/A5120994242"", ""orcid"": null, ""position"": ""last"", ""is_corresponding"": true, ""institutions"": [{""name"": ""Anhui University"", ""ror"": ""https://ror.org/05th6yx34"", ""country_code"": ""CN"", ""type"": ""education""}], ""raw_affiliation_strings"": [""School of Materials Science and Engineering, Anhui University"", ""State Key Laboratory of Opto-Electronic Information Acquisition and Protection Technology, School of Optoelectronic Science and Engineering, Key Laboratory of Opto-Electronic Information Acquisition and Manipulation of Ministry of Education, Information Materials and Intelligent Sensing Laboratory of Anhui Province, Anhui University""]}]",True,openalex_cross_check,True,corresponding_author_completion,https://openalex.org/W7138908998,True,core,core,manual_core_venue,"[""Multi-material AM""]","[""LCE""]",5,fallback,False,True,False,False,2026-06-24,2026-06-28
